onset	duration	trial_type
4.033	15.267000000000001	animal
26.366999999999997	15.333000000000002	indoor
48.766999999999996	15.317	tool
71.15	15.333999999999987	outdoor
93.53399999999999	15.23299999999999	scrambled
111.76700000000001	6.0	rest
121.834	15.316000000000004	outdoor
144.217	15.332999999999998	animal
166.61700000000002	15.300000000000011	scrambled
188.984	15.282999999999989	tool
211.317	15.332999999999998	indoor
229.65	6.0	rest
239.7	15.284000000000018	scrambled
262.033	15.23399999999998	tool
284.334	15.300000000000011	indoor
306.684	15.232999999999947	animal
328.98400000000004	15.333000000000027	outdoor
347.31699999999995	6.0	rest
357.36699999999996	15.25	tool
379.667	15.233000000000004	scrambled
401.967	15.317000000000007	outdoor
424.35	15.334000000000005	indoor
446.75	15.283999999999994	animal
465.034	6.0	rest
