onset	duration	trial_type	stimulus	response
8.033	5.0	CS-	stims2/animals/koi.jpg	1
18.083	4.0	CS+	stims2/tools/computermouse.jpg	1
28.133000000000003	5.0	CS+	stims2/tools/handdrill.jpg	1
40.167	4.5	CS+	stims2/tools/coathanger.jpg	1
49.717	4.0	CS-	stims2/animals/springhare.jpg	2
59.75	4.5	CS-	stims2/animals/donkey.jpg	2
71.3	4.0	CS+	stims2/tools/circularsaw.jpg	2
82.35	4.0	CS-	stims2/animals/sparrow.jpg	2
93.4	5.0	CS-	stims2/animals/peacock.jpg	2
104.45	5.0	CS+	stims2/tools/loom.jpg	2
115.5	4.5	CS+	stims2/tools/saw.jpg	2
127.05	4.5	CS-	stims2/animals/chicken.jpg	2
136.6	4.0	CS+	stims2/tools/generator.jpg	2
146.65	4.0	CS-	stims2/animals/hippo.jpg	2
155.7	4.0	CS+	stims2/tools/trowel.jpg	2
164.75	4.5	CS-	stims2/animals/moth.jpg	2
176.3	4.0	CS-	stims2/animals/rosechafer.jpg	2
185.35	5.0	CS+	stims2/tools/hoe.jpg	2
196.38299999999998	5.0	CS-	stims2/animals/dolphin.jpg	2
208.433	4.5	CS+	stims2/tools/ducttape.jpg	2
217.96599999999998	5.0	CS-	stims2/animals/bluejay.jpg	2
228.016	5.0	CS+	stims2/tools/glove.jpg	2
239.05	4.5	CS+	stims2/tools/drill.jpg	2
250.583	4.5	CS-	stims2/animals/dog.jpg	2
