onset	duration	trial_type
4.034	15.266000000000002	animal
26.366999999999997	15.333000000000002	indoor
48.766999999999996	15.300000000000004	tool
71.134	15.316000000000004	outdoor
93.51700000000001	15.26700000000001	scrambled
111.78399999999999	6.0	rest
121.85	15.317000000000007	outdoor
144.217	15.332999999999998	animal
166.6	15.300000000000011	scrambled
188.967	15.282999999999989	tool
211.317	15.31699999999998	indoor
229.63400000000001	6.0	rest
239.68400000000003	15.25	scrambled
262.0	15.300000000000011	tool
284.367	15.317000000000007	indoor
306.75	15.300000000000011	animal
329.11699999999996	15.332999999999972	outdoor
347.45	6.0	rest
357.5	15.334000000000005	tool
379.884	15.300000000000011	scrambled
402.25	15.317000000000007	outdoor
424.61699999999996	15.282999999999962	indoor
446.95	15.266999999999996	animal
465.217	6.0	rest
