onset	duration	trial_type
4.034	15.232999999999999	animal
26.333000000000002	15.317	indoor
48.717	15.265999999999998	tool
71.05	15.317000000000007	outdoor
93.417	15.25	scrambled
111.667	6.0	rest
121.71700000000001	15.315999999999988	outdoor
144.083	15.283999999999994	animal
166.417	15.25	scrambled
188.717	15.265999999999993	tool
211.05	15.316000000000004	indoor
229.36599999999999	6.0	rest
239.417	15.265999999999993	scrambled
261.733	15.266999999999996	tool
284.05	15.300000000000011	indoor
306.4	15.233000000000004	animal
328.68300000000005	15.317000000000007	outdoor
347.0	6.0	rest
357.05	15.25	tool
379.35	15.233000000000004	scrambled
401.65	15.316000000000033	outdoor
424.033	15.300000000000011	indoor
446.38300000000004	15.316000000000033	animal
464.699	6.0	rest
