onset	duration	trial_type	stimulus	response	response_time	recognition_memory
4.016	5.0	CS+	animals/hyena.jpg	1	0.95	DO
13.966	4.0	CS-	tools/squeegee.jpg	2	0.96	MN
24.883000000000003	5.0	CS+	animals/goldfish.jpg	2	1.23	MN
34.833	4.0	CS+	animals/elephantafrican.jpg	1	0.835	DO
45.75	4.5	CS-	tools/extensioncord.jpg	2	0.857	MN
57.15	4.5	CS-	tools/duffelbag.jpg	2	0.674	DO
66.6	4.0	CS+	animals/cranebug.jpg	1	0.8909999999999999	MN
75.55	4.0	CS-	tools/treadmill.jpg	2	0.799	DN
86.46700000000001	5.0	CS+	animals/marmot.jpg	1	0.7	MN
96.417	5.0	CS-	tools/solderingtorch.jpg	2	0.71	MN
107.31700000000001	4.0	CS-	tools/padlock.jpg	2	0.825	MN
117.2	5.0	CS+	animals/rhino.jpg	1	0.838	DO
129.1	4.5	CS-	tools/blower.jpg	2	0.797	MO
139.533	4.0	CS+	animals/racoon.jpg	1	0.7440000000000001	MN
150.433	4.5	CS-	tools/workbench.jpg	2	0.675	DN
161.85	4.5	CS+	animals/llama.jpg	1	0.752	DO
173.233	5.0	CS+	animals/canary.jpg	2	1.053	DN
184.167	5.0	CS-	tools/microwave.jpg	2	0.841	MN
195.083	4.0	CS+	animals/starfish.jpg	2	0.865	DO
205.983	5.0	CS-	tools/measuringtape.jpg	2	0.805	MN
216.9	4.0	CS+	animals/finch.jpg	2	0.872	DO
227.8	4.5	CS-	tools/edger.jpg	2	0.74	MN
237.25	5.0	CS-	tools/airpump.jpg	2	0.67	MO
247.183	4.5	CS+	animals/shrimp.jpg	2	0.838	DO
258.567	5.0	CS+	animals/flamingo.jpg	1	1.2309999999999999	MN
269.467	4.5	CS-	tools/bucket.jpg	2	0.622	DN
279.883	5.0	CS+	animals/aardvark.jpg	1	0.922	DO
290.8	4.5	CS+	animals/cricket.jpg	2	0.579	MO
300.233	5.0	CS-	tools/monkeywrench.jpg	2	0.619	MN
310.16700000000003	4.5	CS-	tools/camera.jpg	2	0.6629999999999999	DO
321.55	4.0	CS+	animals/horse.jpg	1	0.9840000000000001	DO
331.48400000000004	5.0	CS-	tools/chainsaw.jpg	2	0.7020000000000001	DO
343.38300000000004	4.5	CS+	animals/salmon.jpg	1	0.8490000000000001	MN
353.81699999999995	5.0	CS-	tools/campingstove.jpg	2	0.738	DN
364.75	4.5	CS+	animals/halibut.jpg	1	0.7759999999999999	DN
374.184	4.0	CS-	tools/screwdriver.jpg	2	0.599	MN
383.134	4.0	CS-	tools/paintbrush.jpg	2	0.6629999999999999	MO
392.06699999999995	4.5	CS+	animals/zebra.jpg	1	0.846	MN
401.5	4.0	CS+	animals/caterpillarhawkmoth.jpg	1	0.9229999999999999	MO
411.434	4.5	CS-	tools/toaster.jpg	2	0.6629999999999999	MN
420.86699999999996	5.0	CS-	tools/videogamecontroller.jpg	2	0.93	DO
432.784	5.0	CS+	animals/perch.jpg	1	1.034	MN
444.684	4.0	CS-	tools/hammer.jpg	2	0.89	MO
454.61699999999996	4.5	CS+	animals/cat.jpg	1	0.8190000000000001	DN
465.05	4.0	CS-	tools/carpetblower.jpg	2	0.579	MN
474.967	4.5	CS+	animals/reindeer.jpg	2	0.914	DO
484.417	4.0	CS-	tools/jumpercables.jpg	2	0.8740000000000001	DO
493.334	4.0	CS+	animals/skunk.jpg	1	0.6859999999999999	DO
