stimulus	source_memory	typicality	trial_type	encode_phase	recognition_memory	trial_number
tools/sander.jpg	3	2	CS-	acquisition	MN	19
animals/cricket.jpg	1	4	CS+	extinction	MO	15
animals/dragonfly.jpg	3	4	CS+	baseline	MN	15
animals/cranebug.jpg	3	4	CS+	extinction	MN	4
animals/ostrich.jpg	3	5	CS+	baseline	MN	20
tools/measuringdevice.jpg	3	2	CS-	acquisition	MN	15
tools/hammer.jpg	3	6	CS-	extinction	MO	22
tools/extensioncord.jpg	1	3	CS-	extinction	MN	2
animals/flamingo.jpg	2	4	CS+	extinction	MN	13
animals/prayingmantis.jpg	3	4	CS+	baseline	DO	12
animals/halibut.jpg	3	2	CS+	extinction	DN	18
animals/quail.jpg	3	4	CS+	baseline	DN	23
animals/rabbit.jpg	3	7	CS+	acquisition	MN	24
tools/viceclamp.jpg	3	2	CS-	acquisition	MN	17
tools/stove.jpg	2	3	CS-	baseline	MO	14
animals/sheep.jpg	1	7	CS+	acquisition	MN	6
animals/porcupine.jpg	3	6	CS+	baseline	DO	24
animals/shark.jpg	2	6	CS+	acquisition	DO	7
tools/bucket.jpg	3	3	CS-	extinction	DN	13
tools/shoehorn.jpg	3	1	CS-	baseline	MN	9
animals/zebra.jpg	2	7	CS+	extinction	MN	19
tools/routerplane.jpg	3	1	CS-	acquisition	MN	8
animals/dramaderry.jpg	2	4	CS+	acquisition	DO	23
animals/pike.jpg	3	4	CS+	baseline	MN	16
tools/jumpercables.jpg	2	5	CS-	extinction	DO	24
animals/assassinbug.jpg	3	4	CS+	acquisition	DO	11
animals/herring.jpg	2	6	CS+	acquisition	DO	3
tools/beaker.jpg	3	5	CS-	acquisition	MN	1
tools/carpetblower.jpg	3	3	CS-	extinction	MN	23
tools/weldinghelmet.jpg	3	4	CS-	baseline	DN	10
tools/fan.jpg	3	5	CS-	acquisition	MO	13
tools/gardenhose.jpg	1	3	CS-	baseline	MN	11
tools/reflexhammer.jpg	3	3	CS-	baseline	DN	6
animals/catfish.jpg	2	4	CS+	acquisition	DO	19
tools/wheelbarrow.jpg	3	4	CS-	baseline	MN	15
tools/padlock.jpg	3	4	CS-	extinction	MN	6
