onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.034	3.0	CS+	animals/tragopan.jpg	New	foil	DN	CR	CR	1.237
11.134	3.0	CS-	tools/telephone.jpg	New	foil	MN	CR	CR	2.036
18.217	3.0	CS+	animals/firebug.jpg	Old	acquisition	DO	H	H	1.238
25.3	3.0	CS+	animals/caterpillarpeacockmoth.jpg	Old	baseline	DO	H	H	1.003
32.384	3.0	CS-	tools/duster.jpg	New	foil	DN	CR	CR	1.723
39.467	3.0	CS+	animals/mole.jpg	Old	baseline	DO	H	H	1.162
46.534	3.0	CS-	tools/levelmount.jpg	Old	acquisition	MN	M	M	1.7380000000000002
53.63399999999999	3.0	CS-	tools/blackboard.jpg	Old	acquisition	MN	M	M	1.49
60.733999999999995	3.0	CS+	animals/caterpillarhawkmoth.jpg	Old	extinction	MO	H	M	1.52
67.834	3.0	CS+	animals/hyena.jpg	Old	extinction	DO	H	H	1.157
74.917	3.0	CS-	tools/plow.jpg	Old	baseline	MN	M	M	1.567
81.984	3.0	CS-	tools/camera.jpg	Old	extinction	DO	H	H	1.248
89.05	3.0	CS-	tools/solderingtorch.jpg	Old	extinction	MN	M	M	1.2570000000000001
96.117	3.0	CS-	tools/hedgeshears.jpg	New	foil	MN	CR	CR	1.564
103.18299999999999	3.0	CS-	tools/faxmachine.jpg	Old	baseline	MN	M	M	1.6440000000000001
110.25	3.0	CS+	animals/rooster.jpg	New	foil	MN	CR	CR	2.131
117.3	3.0	CS+	animals/slug.jpg	New	foil	MN	CR	CR	1.7790000000000001
124.35	3.0	CS-	tools/pizzacutter.jpg	New	foil	MN	CR	CR	1.219
131.433	3.0	CS+	animals/malaysianjunglenymph.jpg	New	foil	DN	CR	CR	1.097
138.5	3.0	CS+	animals/mahimahi.jpg	Old	acquisition	DO	H	H	0.915
145.567	3.0	CS+	animals/earthworm.jpg	New	foil	DN	CR	CR	1.699
152.61700000000002	3.0	CS-	tools/anvil.jpg	New	foil	DO	FA	FA	1.6119999999999999
159.683	3.0	CS+	animals/herring.jpg	Old	acquisition	DO	H	H	1.078
166.767	3.0	CS-	tools/microwave.jpg	Old	extinction	MN	M	M	1.495
173.833	3.0	CS+	animals/boar.jpg	Old	baseline	DO	H	H	1.226
180.917	3.0	CS+	animals/dramaderry.jpg	Old	acquisition	DO	H	H	0.977
187.983	3.0	CS+	animals/gerbil.jpg	Old	baseline	MN	M	M	1.8230000000000002
195.05	3.0	CS+	animals/owl.jpg	New	foil	MN	CR	CR	1.206
202.13299999999998	3.0	CS-	tools/ropeandpulley.jpg	Old	baseline	MN	M	M	1.307
209.2	3.0	CS-	tools/workbench.jpg	Old	extinction	DN	M	M	1.1909999999999998
216.283	3.0	CS+	animals/cricket.jpg	Old	extinction	MO	H	M	2.4130000000000003
223.36700000000002	3.0	CS-	tools/clamp.jpg	New	foil	MN	CR	CR	1.148
230.433	3.0	CS+	animals/caracal.jpg	New	foil	DN	CR	CR	1.149
237.517	3.0	CS-	tools/hairdryer.jpg	Old	baseline	DN	M	M	1.686
244.6	3.0	CS-	tools/sparkplug.jpg	Old	acquisition	MN	M	M	1.219
251.683	3.0	CS-	tools/sawblade.jpg	New	foil	MN	CR	CR	1.123
258.767	3.0	CS+	animals/goldfish.jpg	Old	extinction	MN	M	M	1.419
265.867	3.0	CS-	tools/laptop.jpg	New	foil	DN	CR	CR	1.6440000000000001
272.916	3.0	CS+	animals/wasp.jpg	New	foil	MO	FA	CR	1.375
280.017	3.0	CS-	tools/fan.jpg	Old	acquisition	MO	H	M	1.429
287.08299999999997	3.0	CS+	animals/marmot.jpg	Old	extinction	MN	M	M	1.8530000000000002
295.15	3.0	CS-	tools/stapler.jpg	New	foil	MN	CR	CR	1.525
303.233	3.0	CS-	tools/razorblade.jpg	New	foil	DN	CR	CR	2.05
311.283	3.0	CS+	animals/marlin.jpg	New	foil	MN	CR	CR	1.411
319.35	3.0	CS-	tools/rollingpin.jpg	Old	baseline	MN	M	M	0.8490000000000001
327.4	3.0	CS-	tools/edger.jpg	Old	extinction	MN	M	M	1.4480000000000002
335.466	3.0	CS-	tools/jumpercables.jpg	Old	extinction	DO	H	H	1.339
343.55	3.0	CS+	animals/porcupine.jpg	Old	baseline	DO	H	H	1.0170000000000001
351.616	3.0	CS-	tools/gardenhose.jpg	Old	baseline	MN	M	M	1.161
359.68300000000005	3.0	CS+	animals/orangutan.jpg	New	foil	DN	CR	CR	1.1740000000000002
367.75	3.0	CS+	animals/crab.jpg	New	foil	MN	CR	CR	1.43
375.816	3.0	CS+	animals/camel.jpg	Old	acquisition	DO	H	H	0.805
383.88300000000004	3.0	CS+	animals/dove.jpg	New	foil	MO	FA	CR	1.848
391.93300000000005	3.0	CS-	tools/thermometer.jpg	Old	acquisition	DO	H	H	1.955
400.01599999999996	3.0	CS+	animals/mink.jpg	Old	acquisition	DO	H	H	0.84
408.083	3.0	CS-	tools/scratchawl.jpg	New	foil	MN	CR	CR	1.3519999999999999
416.15	3.0	CS+	animals/pelican.jpg	Old	baseline	MN	M	M	1.439
424.233	3.0	CS-	tools/battery.jpg	New	foil	MO	FA	CR	1.835
432.283	3.0	CS-	tools/measuringcups.jpg	Old	acquisition	DO	H	H	1.286
440.366	3.0	CS+	animals/flamingo.jpg	Old	extinction	MN	M	M	1.588
448.43300000000005	3.0	CS+	animals/giraffe.jpg	Old	baseline	MO	H	M	0.915
456.5	3.0	CS+	animals/pigeon.jpg	Old	baseline	DO	H	H	1.03
464.566	3.0	CS+	animals/mouse.jpg	Old	acquisition	DO	H	H	0.732
472.616	3.0	CS+	animals/sheep.jpg	Old	acquisition	MN	M	M	1.111
480.666	3.0	CS+	animals/shrimp.jpg	Old	extinction	DO	H	H	0.904
488.75	3.0	CS+	animals/horse.jpg	Old	extinction	DO	H	H	1.395
496.816	3.0	CS-	tools/scissors.jpg	Old	baseline	MN	M	M	0.941
504.9	3.0	CS-	tools/ladder.jpg	Old	baseline	DN	M	M	1.274
512.9830000000001	3.0	CS-	tools/broom.jpg	Old	acquisition	DO	H	H	1.077
521.05	3.0	CS-	tools/ruler.jpg	Old	acquisition	MN	M	M	1.23
529.116	3.0	CS-	tools/monkeywrench.jpg	Old	extinction	MN	M	M	1.8330000000000002
537.183	3.0	CS-	tools/measuringtape.jpg	Old	extinction	MN	M	M	2.424
545.266	3.0	CS+	animals/beardeddragon.jpg	New	foil	DO	FA	FA	0.8170000000000001
553.3330000000001	3.0	CS+	animals/stinkbug.jpg	New	foil	DO	FA	FA	0.927
561.399	3.0	CS+	animals/armadillo.jpg	New	foil	MO	FA	CR	1.3019999999999998
569.466	3.0	CS+	animals/leafinsect.jpg	New	foil	MN	CR	CR	1.22
577.549	3.0	CS-	tools/carabiner.jpg	New	foil	MN	CR	CR	1.176
585.616	3.0	CS-	tools/snowbrush.jpg	New	foil	MN	CR	CR	2.217
593.6990000000001	3.0	CS-	tools/flashlight.jpg	New	foil	MN	CR	CR	1.238
601.783	3.0	CS-	tools/pick.jpg	New	foil	MN	CR	CR	1.205
