onset	duration	trial_type
4.033	15.517000000000001	animal
26.65	15.517000000000005	indoor
49.266999999999996	15.532999999999996	tool
71.917	15.549999999999995	outdoor
94.56700000000001	15.483000000000004	scrambled
113.05	6.0	rest
123.167	15.550000000000011	outdoor
145.817	15.5	animal
168.417	15.466000000000006	scrambled
190.983	15.484000000000007	tool
213.583	15.567000000000007	indoor
232.15	6.0	rest
242.25	15.466000000000006	scrambled
264.816	15.467000000000038	tool
287.4	15.533000000000017	indoor
310.033	15.466999999999983	animal
332.616	15.516999999999996	outdoor
351.13300000000004	6.0	rest
361.233	15.466999999999983	tool
383.8	15.466000000000006	scrambled
406.38300000000004	15.567000000000007	outdoor
429.066	15.484000000000036	indoor
451.65	15.51600000000002	animal
470.166	6.0	rest
