onset	duration	trial_type
4.034	15.516000000000002	animal
26.666999999999998	15.549999999999995	indoor
49.333999999999996	15.5	tool
71.95	15.549999999999995	outdoor
94.6	15.484000000000007	scrambled
113.084	6.0	rest
123.184	15.566000000000004	outdoor
145.85	15.533000000000017	animal
168.483	15.484000000000007	scrambled
191.067	15.465999999999982	tool
213.65	15.532999999999989	indoor
232.183	6.0	rest
242.283	15.484000000000007	scrambled
264.867	15.466000000000006	tool
287.45	15.533000000000017	indoor
310.08299999999997	15.516999999999996	animal
332.717	15.550000000000011	outdoor
351.267	6.0	rest
361.36699999999996	15.5	tool
383.983	15.48399999999998	scrambled
406.583	15.533999999999994	outdoor
429.217	15.550000000000011	indoor
451.88300000000004	15.484000000000036	animal
470.36699999999996	6.0	rest
