onset	duration	trial_type	stimulus	response
8.05	5.0	CS-	stims2/animals/dolphin.jpg	1
20.133	4.5	CS+	stims2/tools/loom.jpg	2
30.7	4.5	CS+	stims2/tools/ducttape.jpg	2
42.266999999999996	4.5	CS+	stims2/tools/saw.jpg	2
52.833	5.0	CS-	stims2/animals/hippo.jpg	2
64.9	4.0	CS-	stims2/animals/peacock.jpg	2
73.967	4.0	CS+	stims2/tools/computermouse.jpg	2
85.03299999999999	5.0	CS-	stims2/animals/donkey.jpg	2
96.117	5.0	CS-	stims2/animals/moth.jpg	2
108.18299999999999	5.0	CS+	stims2/tools/hoe.jpg	2
119.266	4.5	CS+	stims2/tools/generator.jpg	2
128.85	4.5	CS-	stims2/animals/sparrow.jpg	2
138.417	4.0	CS+	stims2/tools/glove.jpg	2
147.5	4.0	CS-	stims2/animals/rosechafer.jpg	2
156.567	5.0	CS+	stims2/tools/handdrill.jpg	1
167.65	4.0	CS-	stims2/animals/bluejay.jpg	2
176.717	4.0	CS-	stims2/animals/chicken.jpg	2
185.8	4.0	CS+	stims2/tools/circularsaw.jpg	1
196.88299999999998	4.5	CS-	stims2/animals/dog.jpg	2
207.45	4.0	CS+	stims2/tools/drill.jpg	1
217.516	4.5	CS-	stims2/animals/springhare.jpg	2
229.1	5.0	CS+	stims2/tools/coathanger.jpg	2
241.166	5.0	CS+	stims2/tools/trowel.jpg	2
251.25	4.5	CS-	stims2/animals/koi.jpg	2
