stimulus	source_memory	typicality	trial_type	encode_phase	recognition_memory	trial_number
tools/screwdriver.jpg	1	6	CS-	baseline	DO	4
tools/scissors.jpg	1	7	CS-	acquisition	MN	20
animals/elephantafrican.jpg	2	5	CS+	baseline	DN	16
tools/bucket.jpg	2	7	CS-	baseline	DO	22
tools/carpetblower.jpg	2	5	CS-	baseline	DN	8
animals/palmcockatoo.jpg	2	2	CS+	extinction	MO	24
animals/carp.jpg	2	7	CS+	extinction	DO	16
tools/sparkplug.jpg	2	5	CS-	extinction	MN	24
tools/transmissionwrench.jpg	2	5	CS-	acquisition	DO	6
animals/baboon.jpg	2	6	CS+	acquisition	DO	15
animals/quail.jpg	2	3	CS+	acquisition	DO	3
tools/pliers.jpg	2	5	CS-	acquisition	MN	1
animals/cow.jpg	2	7	CS+	acquisition	MO	1
animals/flamingo.jpg	2	3	CS+	baseline	DO	22
tools/squeegee.jpg	3	3	CS-	baseline	MN	3
tools/plow.jpg	2	7	CS-	acquisition	DO	22
animals/cricket.jpg	2	7	CS+	baseline	MO	12
animals/turkey.jpg	2	5	CS+	extinction	MO	6
animals/starfish.jpg	3	3	CS+	baseline	DN	11
tools/blackboard.jpg	1	6	CS-	extinction	DN	9
tools/rollingpin.jpg	1	3	CS-	acquisition	DN	2
animals/reindeer.jpg	2	4	CS+	baseline	MO	8
tools/beadingtool.jpg	2	1	CS-	acquisition	DO	8
tools/sander.jpg	2	1	CS-	extinction	MN	3
animals/gerbil.jpg	2	6	CS+	acquisition	DN	24
animals/chipmunk.jpg	2	7	CS+	extinction	MO	15
animals/rabbit.jpg	2	7	CS+	extinction	DO	7
animals/angelfish.jpg	2	7	CS+	acquisition	DO	13
animals/salmon.jpg	2	5	CS+	baseline	MO	2
tools/measuringcups.jpg	3	1	CS-	extinction	DN	2
tools/reflexhammer.jpg	2	7	CS-	acquisition	DO	21
tools/paintbrush.jpg	2	3	CS-	baseline	MO	10
animals/dragonfly.jpg	2	7	CS+	acquisition	DO	12
tools/wrench.jpg	2	7	CS-	extinction	DO	11
animals/duck.jpg	3	2	CS+	extinction	MN	19
tools/videogamecontroller.jpg	2	7	CS-	baseline	DO	6
animals/anteater.jpg	2	3	CS+	extinction	DO	2
tools/benchdogs.jpg	2	1	CS-	extinction	DN	16
tools/eraser.jpg	2	1	CS-	extinction	DN	21
animals/camel.jpg	2	5	CS+	extinction	MO	17
animals/mole.jpg	2	7	CS+	acquisition	DO	19
animals/rhino.jpg	2	5	CS+	baseline	DO	1
tools/monkeywrench.jpg	2	2	CS-	baseline	MO	19
tools/ladder.jpg	2	6	CS-	acquisition	DO	19
animals/tiger.jpg	2	7	CS+	acquisition	DO	14
tools/spoon.jpg	2	7	CS-	extinction	MN	17
tools/solderingtorch.jpg	3	2	CS-	baseline	DN	5
animals/goldfish.jpg	2	6	CS+	baseline	DO	5
animals/boar.jpg	2	5	CS+	acquisition	DO	21
animals/ostrich.jpg	2	5	CS+	acquisition	DO	16
animals/pike.jpg	2	5	CS+	acquisition	MO	2
animals/pigeon.jpg	2	7	CS+	acquisition	DO	10
animals/crow.jpg	2	7	CS+	acquisition	DO	23
animals/pelican.jpg	2	7	CS+	acquisition	DO	8
animals/snapper.jpg	2	7	CS+	acquisition	DO	22
animals/hummingbird.jpg	2	7	CS+	acquisition	DO	6
animals/seal.jpg	2	6	CS+	extinction	MO	22
animals/catfish.jpg	3	5	CS+	extinction	MO	10
animals/mouse.jpg	2	7	CS+	extinction	DO	18
animals/brown_bear.jpg	2	6	CS+	extinction	DO	14
animals/snail.jpg	2	5	CS+	extinction	MO	5
animals/mahimahi.jpg	2	7	CS+	extinction	DO	4
animals/baldeagle.jpg	2	7	CS+	extinction	DO	1
animals/mink.jpg	2	7	CS+	extinction	DO	13
animals/cat.jpg	2	7	CS+	baseline	DO	13
animals/finch.jpg	2	7	CS+	baseline	DO	23
animals/skunk.jpg	2	6	CS+	baseline	DO	15
animals/aardvark.jpg	2	1	CS+	baseline	DO	3
animals/caterpillarhawkmoth.jpg	2	1	CS+	baseline	DO	7
animals/zebra.jpg	2	5	CS+	baseline	DO	10
animals/racoon.jpg	2	5	CS+	baseline	MO	19
animals/canary.jpg	2	7	CS+	baseline	DO	4
tools/chisel.jpg	2	3	CS-	acquisition	DN	17
tools/hairdryer.jpg	2	6	CS-	acquisition	DO	14
tools/cheesegrater.jpg	2	6	CS-	acquisition	MO	5
tools/faxmachine.jpg	3	5	CS-	acquisition	DN	4
tools/rake.jpg	1	4	CS-	acquisition	MN	11
tools/shoehorn.jpg	1	2	CS-	acquisition	DN	24
tools/ropeandpulley.jpg	2	3	CS-	acquisition	MN	15
tools/electricbreaker.jpg	2	4	CS-	acquisition	DO	9
tools/fan.jpg	2	7	CS-	extinction	MN	4
tools/weedeater.jpg	1	7	CS-	extinction	MN	15
tools/thermometer.jpg	2	7	CS-	extinction	DO	7
tools/tubeflaring.jpg	3	6	CS-	extinction	MN	14
tools/routerplane.jpg	2	7	CS-	extinction	DO	22
tools/measuringdevice.jpg	1	3	CS-	extinction	DN	6
tools/viceclamp.jpg	1	4	CS-	extinction	MN	23
tools/beaker.jpg	3	7	CS-	extinction	DO	19
tools/extensioncord.jpg	2	7	CS-	baseline	MO	18
tools/toaster.jpg	2	7	CS-	baseline	DN	12
tools/blower.jpg	2	5	CS-	baseline	DN	1
tools/padlock.jpg	2	7	CS-	baseline	DO	2
tools/chainsaw.jpg	2	7	CS-	baseline	DO	11
tools/jumpercables.jpg	2	7	CS-	baseline	DO	14
tools/edger.jpg	2	3	CS-	baseline	DO	20
tools/workbench.jpg	2	3	CS-	baseline	DO	17
animals/flea.jpg	2	7	CS+	acquisition	DO	18
animals/porcupine.jpg	2	7	CS+	acquisition	DO	7
