onset	duration	trial_type
4.033	15.334000000000001	animal
26.433000000000003	15.334000000000005	indoor
48.817	15.29999999999999	tool
71.184	15.332999999999998	outdoor
93.584	15.283	scrambled
111.867	6.0	rest
121.934	15.332999999999998	outdoor
144.334	15.282999999999989	animal
166.667	15.283999999999994	scrambled
189.017	15.334000000000005	tool
211.417	15.334000000000005	indoor
229.75099999999998	6.0	rest
239.801	15.26600000000002	scrambled
262.134	15.332999999999972	tool
284.534	15.333000000000027	indoor
306.934	15.31699999999995	animal
329.301	15.333000000000027	outdoor
347.634	6.0	rest
357.70099999999996	15.299999999999955	tool
380.051	15.333000000000027	scrambled
402.45099999999996	15.332999999999972	outdoor
424.851	15.334000000000005	indoor
447.251	15.317000000000007	animal
465.56800000000004	6.0	rest
