onset	duration	trial_type	stimulus	response
8.033	5.0	CS-	stims2/tools/ducttape.jpg	2
18.083	4.0	CS+	stims2/animals/dog.jpg	1
28.133000000000003	5.0	CS+	stims2/animals/koi.jpg	1
38.183	4.0	CS+	stims2/animals/dolphin.jpg	2
47.233000000000004	4.5	CS-	stims2/tools/loom.jpg	2
58.766999999999996	4.0	CS-	stims2/tools/hoe.jpg	2
67.817	4.5	CS+	stims2/animals/hippo.jpg	2
79.35	5.0	CS-	stims2/tools/saw.jpg	2
91.4	4.5	CS-	stims2/tools/generator.jpg	2
102.95	5.0	CS+	stims2/animals/bluejay.jpg	2
113.98299999999999	4.5	CS+	stims2/animals/rosechafer.jpg	1
125.51700000000001	5.0	CS-	stims2/tools/trowel.jpg	2
135.567	5.0	CS+	stims2/animals/donkey.jpg	2
145.61700000000002	4.0	CS-	stims2/tools/drill.jpg	2
155.667	5.0	CS+	stims2/animals/moth.jpg	2
165.717	4.0	CS-	stims2/tools/glove.jpg	2
176.767	4.5	CS-	stims2/tools/computermouse.jpg	2
187.3	4.0	CS+	stims2/animals/chicken.jpg	2
197.35	4.5	CS-	stims2/tools/circularsaw.jpg	2
207.9	4.5	CS+	stims2/animals/sparrow.jpg	2
219.43400000000003	5.0	CS-	stims2/tools/handdrill.jpg	2
231.484	4.0	CS+	stims2/animals/peacock.jpg	2
241.53400000000002	4.5	CS+	stims2/animals/springhare.jpg	2
251.067	4.0	CS-	stims2/tools/coathanger.jpg	2
