onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.033	3.0	CS+	animals/mouse.jpg	Old	acquisition	DO	H	H	1.103
12.133	3.0	CS-	tools/flashlight.jpg	New	foil	MO	FA	CR	1.656
19.233	3.0	CS-	tools/telephone.jpg	New	foil	MN	CR	CR	1.685
27.333000000000002	3.0	CS+	animals/pelican.jpg	Old	baseline	MO	H	M	1.6540000000000001
34.433	3.0	CS+	animals/horse.jpg	Old	extinction	DO	H	H	1.167
42.533	3.0	CS+	animals/marlin.jpg	New	foil	DO	FA	FA	1.4880000000000002
50.633	3.0	CS-	tools/blackboard.jpg	Old	acquisition	MN	M	M	1.66
57.733000000000004	3.0	CS-	tools/ladder.jpg	Old	baseline	MO	H	M	1.7109999999999999
64.833	3.0	CS+	animals/crab.jpg	New	foil	MO	FA	CR	1.56
71.933	3.0	CS+	animals/sheep.jpg	Old	acquisition	DO	H	H	1.841
80.033	3.0	CS-	tools/duster.jpg	New	foil	DN	CR	CR	1.439
88.133	3.0	CS-	tools/levelmount.jpg	Old	acquisition	MN	M	M	1.3869999999999998
95.23299999999999	3.0	CS-	tools/solderingtorch.jpg	Old	extinction	MN	M	M	1.609
103.333	3.0	CS+	animals/earthworm.jpg	New	foil	DN	CR	CR	1.541
110.43299999999999	3.0	CS+	animals/beardeddragon.jpg	New	foil	MO	FA	CR	1.36
118.53299999999999	3.0	CS+	animals/pigeon.jpg	Old	baseline	MO	H	M	1.064
126.6	3.0	CS-	tools/workbench.jpg	Old	extinction	MN	M	M	1.695
133.7	3.0	CS-	tools/laptop.jpg	New	foil	DN	CR	CR	1.905
141.8	3.0	CS+	animals/cricket.jpg	Old	extinction	MO	H	M	1.177
148.9	3.0	CS-	tools/scissors.jpg	Old	baseline	DO	H	H	1.033
157.0	3.0	CS-	tools/ropeandpulley.jpg	Old	baseline	DO	H	H	1.3430000000000002
165.1	3.0	CS+	animals/giraffe.jpg	Old	baseline	MO	H	M	1.5619999999999998
173.2	3.0	CS-	tools/carabiner.jpg	New	foil	MN	CR	CR	1.931
180.283	3.0	CS+	animals/malaysianjunglenymph.jpg	New	foil	MN	CR	CR	2.026
188.38299999999998	3.0	CS+	animals/hyena.jpg	Old	extinction	DO	H	H	1.325
195.483	3.0	CS+	animals/mahimahi.jpg	Old	acquisition	DO	H	H	1.038
202.56599999999997	3.0	CS-	tools/pick.jpg	New	foil	MO	FA	CR	1.225
209.65	3.0	CS+	animals/armadillo.jpg	New	foil	MO	FA	CR	1.112
217.75	3.0	CS-	tools/thermometer.jpg	Old	acquisition	DO	H	H	0.973
224.85	3.0	CS+	animals/slug.jpg	New	foil	DN	CR	CR	1.541
232.95	3.0	CS-	tools/scratchawl.jpg	New	foil	MN	CR	CR	1.473
240.05	3.0	CS+	animals/boar.jpg	Old	baseline	DO	H	H	1.5430000000000001
247.149	3.0	CS+	animals/goldfish.jpg	Old	extinction	DO	H	H	1.056
254.233	3.0	CS+	animals/dove.jpg	New	foil	MO	FA	CR	1.587
261.316	3.0	CS-	tools/razorblade.jpg	New	foil	MN	CR	CR	1.35
269.4	3.0	CS+	animals/mink.jpg	Old	acquisition	MO	H	M	1.499
