onset	duration	trial_type
4.033	15.334000000000001	animal
26.433000000000003	15.334000000000005	indoor
48.833	15.334000000000005	tool
71.233	15.333999999999987	outdoor
93.633	15.334000000000005	scrambled
111.96700000000001	6.0	rest
122.03299999999999	15.333999999999987	outdoor
144.433	15.334000000000005	animal
166.833	15.334000000000005	scrambled
189.233	15.334000000000005	tool
211.63299999999998	15.334000000000005	indoor
229.967	6.0	rest
240.033	15.334000000000005	scrambled
262.433	15.334000000000005	tool
284.83299999999997	15.333999999999945	indoor
307.233	15.334000000000005	animal
329.63300000000004	15.350000000000026	outdoor
347.983	6.0	rest
358.05	15.332999999999972	tool
380.45	15.333000000000027	scrambled
402.85	15.349999999999964	outdoor
425.267	15.333000000000027	indoor
447.667	15.333000000000027	animal
466.0	6.0	rest
