onset	duration	trial_type	stimulus	response
8.033	4.5	CS+	stims2/animals/peacock.jpg	1
17.617	5.0	CS-	stims2/tools/generator.jpg	2
29.683000000000003	4.5	CS+	stims2/animals/rosechafer.jpg	1
40.25	4.0	CS+	stims2/animals/donkey.jpg	2
50.317	4.0	CS-	stims2/tools/computermouse.jpg	2
60.383	4.5	CS-	stims2/tools/glove.jpg	2
69.95	4.5	CS+	stims2/animals/bluejay.jpg	1
81.517	4.0	CS-	stims2/tools/ducttape.jpg	2
91.584	5.0	CS-	stims2/tools/handdrill.jpg	2
103.65	5.0	CS+	stims2/animals/sparrow.jpg	1
115.71700000000001	4.5	CS+	stims2/animals/dog.jpg	2
126.28299999999999	5.0	CS-	stims2/tools/circularsaw.jpg	2
137.35	5.0	CS+	stims2/animals/springhare.jpg	2
148.433	4.0	CS-	stims2/tools/loom.jpg	2
159.5	5.0	CS+	stims2/animals/moth.jpg	2
169.583	4.5	CS-	stims2/tools/coathanger.jpg	2
181.15	4.0	CS-	stims2/tools/drill.jpg	2
192.217	4.0	CS+	stims2/animals/dolphin.jpg	2
201.28400000000002	5.0	CS-	stims2/tools/hoe.jpg	2
213.35	4.0	CS+	stims2/animals/hippo.jpg	2
223.417	4.5	CS-	stims2/tools/saw.jpg	2
232.984	4.0	CS+	stims2/animals/chicken.jpg	1
242.05	5.0	CS+	stims2/animals/koi.jpg	2
252.11700000000002	4.5	CS-	stims2/tools/trowel.jpg	2
