onset	duration	trial_type
4.033	15.549999999999995	animal
26.7	15.566	indoor
49.36600000000001	15.51700000000001	tool
72.0	15.566000000000004	outdoor
94.666	15.534000000000004	scrambled
113.2	6.0	rest
123.316	15.516999999999996	outdoor
145.95	15.483000000000004	animal
168.533	15.467000000000011	scrambled
191.1	15.483000000000004	tool
213.7	15.533000000000017	indoor
232.233	6.0	rest
242.333	15.467000000000011	scrambled
264.9	15.5	tool
287.51599999999996	15.5	indoor
310.116	15.5	animal
332.733	15.550000000000011	outdoor
351.283	6.0	rest
361.38300000000004	15.5	tool
383.983	15.5	scrambled
406.6	15.549999999999955	outdoor
429.26599999999996	15.549999999999955	indoor
451.916	15.516999999999996	animal
470.43300000000005	6.0	rest
