onset	duration	trial_type
4.034	15.55	animal
26.684	15.532999999999998	indoor
49.333999999999996	15.5	tool
71.95100000000001	15.550000000000011	outdoor
94.601	15.483000000000004	scrambled
113.084	6.0	rest
123.20100000000001	15.549000000000007	outdoor
145.851	15.5	animal
168.451	15.466000000000006	scrambled
191.03400000000002	15.533000000000017	tool
213.68400000000003	15.567000000000007	indoor
232.25099999999998	6.0	rest
242.351	15.466000000000006	scrambled
264.91700000000003	15.467000000000038	tool
287.501	15.550000000000011	indoor
310.151	15.5	animal
332.767	15.567000000000007	outdoor
351.334	6.0	rest
361.434	15.482999999999947	tool
384.017	15.466999999999983	scrambled
406.601	15.533000000000017	outdoor
429.251	15.533000000000017	indoor
451.884	15.516999999999996	animal
470.401	6.0	rest
