onset	duration	trial_type
4.05	15.55	animal
26.715999999999998	15.567	indoor
49.383	15.500000000000007	tool
71.999	15.551000000000002	outdoor
94.65	15.5	scrambled
113.15	6.0	rest
123.25	15.566000000000004	outdoor
145.916	15.533999999999994	animal
168.55	15.482999999999974	scrambled
191.15	15.483000000000004	tool
213.75	15.532999999999989	indoor
232.283	6.0	rest
242.4	15.465999999999982	scrambled
264.966	15.533999999999994	tool
287.616	15.5	indoor
310.216	15.5	animal
332.833	15.532999999999962	outdoor
351.366	6.0	rest
361.466	15.466999999999983	tool
384.05	15.483000000000004	scrambled
406.65	15.550000000000011	outdoor
429.31699999999995	15.533000000000017	indoor
451.967	15.5	animal
470.467	6.0	rest
