onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.033	3.0	CS-	animals/hyena.jpg	Old	extinction	DN	M	M	1.485
11.116	3.0	CS-	animals/slug.jpg	New	foil	DN	CR	CR	0.8959999999999999
18.2	3.0	CS-	animals/owl.jpg	New	foil	DO	FA	FA	1.023
25.3	3.0	CS+	tools/levelmount.jpg	Old	acquisition	DO	H	H	1.2409999999999999
32.4	3.0	CS+	tools/battery.jpg	New	foil	DN	CR	CR	1.261
39.466	3.0	CS+	tools/faxmachine.jpg	Old	baseline	MN	M	M	1.743
46.55	3.0	CS+	tools/clamp.jpg	New	foil	MO	FA	CR	0.509
53.65	3.0	CS+	tools/measuringtape.jpg	Old	extinction	MN	M	M	0.937
60.75	3.0	CS-	animals/camel.jpg	Old	acquisition	MO	H	M	1.285
67.85	3.0	CS-	animals/cricket.jpg	Old	extinction	MO	H	M	0.866
74.916	3.0	CS-	animals/caterpillarpeacockmoth.jpg	Old	baseline	MO	H	M	1.2309999999999999
81.98299999999999	3.0	CS-	animals/mole.jpg	Old	baseline	DO	H	H	0.9159999999999999
89.05	3.0	CS-	animals/mink.jpg	Old	acquisition	DO	H	H	1.02
96.15	3.0	CS+	tools/sawblade.jpg	New	foil	MN	CR	CR	1.8840000000000001
103.21600000000001	3.0	CS+	tools/scissors.jpg	Old	baseline	MN	M	M	1.472
110.3	3.0	CS+	tools/workbench.jpg	Old	extinction	MO	H	M	1.56
117.4	3.0	CS-	animals/stinkbug.jpg	New	foil	MO	FA	CR	2.475
124.5	3.0	CS+	tools/snowbrush.jpg	New	foil	MO	FA	CR	1.765
131.566	3.0	CS-	animals/earthworm.jpg	New	foil	DN	CR	CR	1.724
138.65	3.0	CS+	tools/fan.jpg	Old	acquisition	DO	H	H	1.065
145.716	3.0	CS+	tools/duster.jpg	New	foil	MN	CR	CR	0.985
152.8	3.0	CS-	animals/caterpillarhawkmoth.jpg	Old	extinction	MO	H	M	1.022
159.88299999999998	3.0	CS-	animals/boar.jpg	Old	baseline	DO	H	H	0.977
166.95	3.0	CS-	animals/tragopan.jpg	New	foil	MN	CR	CR	1.0290000000000001
