onset	duration	trial_type	stimulus	response
8.033	5.0	CS-	stims2/tools/saw.jpg	2
20.1	5.0	CS+	stims2/animals/sparrow.jpg	2
31.166999999999998	4.5	CS+	stims2/animals/donkey.jpg	2
42.75	4.0	CS+	stims2/animals/koi.jpg	2
53.817	4.0	CS-	stims2/tools/computermouse.jpg	2
62.883	4.0	CS-	stims2/tools/coathanger.jpg	2
71.967	5.0	CS+	stims2/animals/hippo.jpg	2
83.05	4.0	CS-	stims2/tools/ducttape.jpg	2
93.117	5.0	CS-	stims2/tools/hoe.jpg	2
103.2	4.0	CS+	stims2/animals/springhare.jpg	2
112.26700000000001	4.0	CS+	stims2/animals/rosechafer.jpg	2
123.35	4.5	CS-	stims2/tools/trowel.jpg	2
134.917	4.5	CS+	stims2/animals/bluejay.jpg	2
145.5	4.0	CS-	stims2/tools/circularsaw.jpg	2
156.567	4.5	CS+	stims2/animals/chicken.jpg	2
166.15	4.5	CS-	stims2/tools/handdrill.jpg	2
175.717	5.0	CS-	stims2/tools/drill.jpg	2
185.8	4.5	CS+	stims2/animals/peacock.jpg	2
195.38299999999998	4.5	CS-	stims2/tools/loom.jpg	2
205.967	4.0	CS+	stims2/animals/dolphin.jpg	2
217.05	5.0	CS-	stims2/tools/glove.jpg	2
229.11599999999999	5.0	CS+	stims2/animals/moth.jpg	2
240.183	5.0	CS+	stims2/animals/dog.jpg	2
251.267	4.5	CS-	stims2/tools/generator.jpg	2
