onset	duration	trial_type
4.034	15.5	animal
26.65	15.550000000000004	indoor
49.3	15.534000000000004	tool
71.95	15.549999999999995	outdoor
94.6	15.534000000000004	scrambled
113.134	6.0	rest
123.25	15.567000000000007	outdoor
145.934	15.515999999999993	animal
168.55	15.482999999999974	scrambled
191.15	15.483000000000004	tool
213.733	15.567000000000007	indoor
232.3	6.0	rest
242.4	15.482999999999974	scrambled
264.983	15.5	tool
287.6	15.56699999999995	indoor
310.267	15.483000000000004	animal
332.86699999999996	15.565999999999974	outdoor
351.43300000000005	6.0	rest
361.55	15.483000000000004	tool
384.13300000000004	15.467000000000038	scrambled
406.717	15.533000000000017	outdoor
429.36699999999996	15.515999999999964	indoor
452.0	15.466999999999983	animal
470.467	6.0	rest
