onset	duration	trial_type	stimulus	response
8.033999999999999	4.5	CS-	stims2/animals/dolphin.jpg	2
19.601	5.0	CS+	stims2/tools/handdrill.jpg	2
30.684	5.0	CS+	stims2/tools/drill.jpg	2
41.766999999999996	4.0	CS+	stims2/tools/generator.jpg	2
51.833999999999996	4.0	CS-	stims2/animals/rosechafer.jpg	2
61.9	4.0	CS-	stims2/animals/koi.jpg	2
70.984	5.0	CS+	stims2/tools/glove.jpg	-9223372036854775808
83.05	4.5	CS-	stims2/animals/moth.jpg	-9223372036854775808
93.617	4.0	CS-	stims2/animals/chicken.jpg	-9223372036854775808
102.7	4.5	CS+	stims2/tools/loom.jpg	-9223372036854775808
114.26700000000001	4.5	CS+	stims2/tools/ducttape.jpg	-9223372036854775808
123.85	4.5	CS-	stims2/animals/sparrow.jpg	-9223372036854775808
135.417	5.0	CS+	stims2/tools/saw.jpg	-9223372036854775808
147.5	5.0	CS-	stims2/animals/dog.jpg	-9223372036854775808
158.584	4.0	CS+	stims2/tools/computermouse.jpg	-9223372036854775808
167.65	4.0	CS-	stims2/animals/hippo.jpg	-9223372036854775808
176.717	5.0	CS-	stims2/animals/peacock.jpg	-9223372036854775808
188.8	4.5	CS+	stims2/tools/circularsaw.jpg	-9223372036854775808
200.36700000000002	5.0	CS-	stims2/animals/springhare.jpg	-9223372036854775808
210.43400000000003	4.0	CS+	stims2/tools/hoe.jpg	-9223372036854775808
219.5	4.5	CS-	stims2/animals/donkey.jpg	2
231.067	4.5	CS+	stims2/tools/coathanger.jpg	2
241.63400000000001	4.0	CS+	stims2/tools/trowel.jpg	2
251.7	5.0	CS-	stims2/animals/bluejay.jpg	2
