onset	duration	trial_type
4.0169999999999995	15.333000000000002	animal
26.416999999999998	15.332999999999998	indoor
48.8	15.25	tool
71.117	15.332999999999998	outdoor
93.5	15.283	scrambled
111.78299999999999	6.0	rest
121.85	15.332999999999998	outdoor
144.233	15.283999999999994	animal
166.567	15.282999999999989	scrambled
188.9	15.332999999999998	tool
211.3	15.332999999999998	indoor
229.63299999999998	6.0	rest
239.7	15.25	scrambled
262.017	15.283000000000017	tool
284.367	15.332999999999972	indoor
306.75	15.300000000000011	animal
329.11699999999996	15.332999999999972	outdoor
347.45	6.0	rest
357.5	15.300000000000011	tool
379.85	15.299999999999955	scrambled
402.217	15.300000000000011	outdoor
424.583	15.333999999999945	indoor
446.983	15.317000000000007	animal
465.3	6.0	rest
