onset	duration	trial_type	stimulus	response
8.033	5.0	CS-	stims2/tools/hoe.jpg	2
20.084	4.5	CS+	stims2/animals/dolphin.jpg	2
29.634	4.0	CS+	stims2/animals/dog.jpg	2
38.684	4.0	CS+	stims2/animals/donkey.jpg	1
49.733999999999995	4.0	CS-	stims2/tools/drill.jpg	1
59.784	5.0	CS-	stims2/tools/ducttape.jpg	2
69.834	5.0	CS+	stims2/animals/chicken.jpg	1
80.884	4.5	CS-	stims2/tools/handdrill.jpg	2
90.417	4.5	CS-	stims2/tools/coathanger.jpg	2
99.95	5.0	CS+	stims2/animals/peacock.jpg	2
112.0	4.5	CS+	stims2/animals/springhare.jpg	2
122.53299999999999	5.0	CS-	stims2/tools/saw.jpg	2
134.584	4.0	CS+	stims2/animals/rosechafer.jpg	2
145.61700000000002	5.0	CS-	stims2/tools/glove.jpg	2
156.667	4.5	CS+	stims2/animals/bluejay.jpg	2
167.217	4.0	CS-	stims2/tools/generator.jpg	2
178.267	4.0	CS-	stims2/tools/circularsaw.jpg	2
188.317	4.5	CS+	stims2/animals/sparrow.jpg	2
198.86700000000002	4.5	CS-	stims2/tools/trowel.jpg	2
210.417	4.0	CS+	stims2/animals/hippo.jpg	2
219.467	4.0	CS-	stims2/tools/loom.jpg	2
228.517	5.0	CS+	stims2/animals/moth.jpg	2
238.55	5.0	CS+	stims2/animals/koi.jpg	2
250.6	4.5	CS-	stims2/tools/computermouse.jpg	2
