onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.033	3.0	CS-	tools/beaker.jpg	Old	extinction	DO	H	H	1.548
11.117	3.0	CS-	tools/staplegun.jpg	New	foil	MN	CR	CR	1.568
18.215999999999998	3.0	CS-	tools/carpetblower.jpg	Old	baseline	MN	M	M	1.439
25.316	3.0	CS-	tools/cuttingboard.jpg	New	foil	MO	FA	CR	1.58
32.4	3.0	CS-	tools/stethoscope.jpg	New	foil	MO	FA	CR	1.5859999999999999
39.5	3.0	CS+	animals/tiger.jpg	Old	acquisition	DO	H	H	0.8370000000000001
46.6	3.0	CS-	tools/electricbreaker.jpg	Old	acquisition	DO	H	H	1.275
53.7	3.0	CS-	tools/vicegrips.jpg	New	foil	DO	FA	FA	1.5019999999999998
60.8	3.0	CS+	animals/ant.jpg	Old	extinction	DO	H	H	0.828
67.883	3.0	CS+	animals/penguin.jpg	New	foil	DO	FA	FA	1.081
74.95	3.0	CS+	animals/crow.jpg	Old	acquisition	DO	H	H	0.7120000000000001
82.05	3.0	CS+	animals/palmcockatoo.jpg	Old	extinction	DO	H	H	0.963
89.133	3.0	CS+	animals/aardvark.jpg	Old	baseline	DO	H	H	0.733
96.21600000000001	3.0	CS+	animals/elephantafrican.jpg	Old	baseline	DO	H	H	0.774
103.316	3.0	CS-	tools/vegetablepeeler.jpg	Old	extinction	MO	H	M	1.3559999999999999
110.416	3.0	CS+	animals/clownfish.jpg	New	foil	DO	FA	FA	0.732
117.5	3.0	CS+	animals/clam.jpg	New	foil	MN	CR	CR	1.8430000000000002
124.6	3.0	CS-	tools/extensioncord.jpg	Old	baseline	MN	M	M	1.493
131.683	3.0	CS+	animals/vulture.jpg	New	foil	DO	FA	FA	1.139
138.783	3.0	CS-	tools/beadingtool.jpg	Old	acquisition	DO	H	H	1.3159999999999998
145.866	3.0	CS-	tools/magnifyingglass.jpg	New	foil	DO	FA	FA	1.4
152.95	3.0	CS+	animals/lion.jpg	New	foil	DO	FA	FA	0.706
160.05	3.0	CS+	animals/reindeer.jpg	Old	baseline	DO	H	H	0.723
167.15	3.0	CS-	tools/watch.jpg	New	foil	MO	FA	CR	1.41
174.25	3.0	CS-	tools/smartphone.jpg	New	foil	DN	CR	CR	1.205
181.35	3.0	CS+	animals/deer.jpg	New	foil	MO	FA	CR	1.348
188.433	3.0	CS+	animals/assassinbug.jpg	Old	extinction	DO	H	H	0.708
195.533	3.0	CS-	tools/reflexhammer.jpg	Old	acquisition	DO	H	H	1.045
202.61599999999999	3.0	CS+	animals/ibises.jpg	New	foil	DN	CR	CR	1.6569999999999998
209.71599999999998	3.0	CS-	tools/crank.jpg	New	foil	MN	CR	CR	1.554
