onset	duration	trial_type
4.034	15.516000000000002	animal
26.666999999999998	15.567	indoor
49.35	15.533000000000007	tool
72.0	15.5	outdoor
94.617	15.48299999999999	scrambled
113.1	6.0	rest
123.21700000000001	15.565999999999988	outdoor
145.88299999999998	15.466999999999983	animal
168.45	15.483000000000004	scrambled
191.033	15.517000000000026	tool
213.667	15.550000000000011	indoor
232.217	6.0	rest
242.333	15.500000000000027	scrambled
264.933	15.5	tool
287.55	15.533000000000017	indoor
310.183	15.5	animal
332.8	15.533000000000017	outdoor
351.333	6.0	rest
361.43300000000005	15.516999999999996	tool
384.05	15.466999999999983	scrambled
406.61699999999996	15.549999999999955	outdoor
429.267	15.550000000000011	indoor
451.93300000000005	15.533999999999994	animal
470.467	6.0	rest
