onset	duration	trial_type
4.033	15.332999999999998	animal
26.433000000000003	15.317	indoor
48.816	15.266999999999996	tool
71.15	15.332999999999998	outdoor
93.53299999999999	15.299999999999995	scrambled
111.833	6.0	rest
121.9	15.332999999999998	outdoor
144.3	15.316000000000004	animal
166.683	15.300000000000011	scrambled
189.05	15.265999999999993	tool
211.38299999999998	15.332999999999998	indoor
229.71599999999998	6.0	rest
239.766	15.266999999999996	scrambled
262.08299999999997	15.332999999999972	tool
284.483	15.332999999999972	indoor
306.883	15.317000000000007	animal
329.26599999999996	15.334000000000005	outdoor
347.6	6.0	rest
357.666	15.283999999999994	tool
380.01599999999996	15.299999999999955	scrambled
402.38300000000004	15.333000000000027	outdoor
424.783	15.332999999999972	indoor
447.18300000000005	15.300000000000011	animal
465.483	6.0	rest
