onset	duration	trial_type	stimulus	response
8.033	4.0	CS-	stims2/animals/moth.jpg	2
19.1	4.0	CS+	stims2/tools/loom.jpg	2
28.166	4.5	CS+	stims2/tools/circularsaw.jpg	1
37.749	4.5	CS+	stims2/tools/generator.jpg	2
49.316	5.0	CS-	stims2/animals/bluejay.jpg	2
61.383	4.0	CS-	stims2/animals/chicken.jpg	2
71.449	4.0	CS+	stims2/tools/trowel.jpg	2
82.516	4.5	CS-	stims2/animals/donkey.jpg	2
94.083	4.5	CS-	stims2/animals/hippo.jpg	2
104.649	5.0	CS+	stims2/tools/drill.jpg	1
115.71600000000001	4.5	CS+	stims2/tools/computermouse.jpg	2
125.28299999999999	4.0	CS-	stims2/animals/springhare.jpg	2
136.349	5.0	CS+	stims2/tools/glove.jpg	2
146.416	4.0	CS-	stims2/animals/koi.jpg	2
156.483	4.0	CS+	stims2/tools/handdrill.jpg	2
165.549	5.0	CS-	stims2/animals/rosechafer.jpg	2
176.61599999999999	5.0	CS-	stims2/animals/peacock.jpg	2
187.683	5.0	CS+	stims2/tools/hoe.jpg	2
197.74900000000002	4.5	CS-	stims2/animals/sparrow.jpg	2
207.31599999999997	5.0	CS+	stims2/tools/coathanger.jpg	2
218.38299999999998	5.0	CS-	stims2/animals/dolphin.jpg	2
228.449	4.0	CS+	stims2/tools/ducttape.jpg	2
239.516	4.5	CS+	stims2/tools/saw.jpg	2
251.083	4.5	CS-	stims2/animals/dog.jpg	2
