onset	duration	trial_type
4.033	15.467	animal
26.6	15.466	indoor
49.166000000000004	15.467000000000011	tool
71.733	15.467	outdoor
94.3	15.466000000000006	scrambled
112.766	6.0	rest
122.866	15.467	outdoor
145.433	15.467000000000011	animal
168.0	15.466000000000006	scrambled
190.56599999999997	15.466999999999983	tool
213.13299999999998	15.466999999999983	indoor
231.6	6.0	rest
241.7	15.466000000000006	scrambled
264.26599999999996	15.466999999999983	tool
286.83299999999997	15.466999999999983	indoor
309.4	15.466000000000006	animal
331.966	15.466999999999983	outdoor
350.43300000000005	6.0	rest
360.533	15.466999999999983	tool
383.099	15.466999999999983	scrambled
405.666	15.466999999999983	outdoor
428.233	15.466999999999983	indoor
450.8	15.466000000000006	animal
469.26599999999996	6.0	rest
