onset	duration	trial_type
4.0169999999999995	15.316	animal
26.383000000000003	15.334000000000001	indoor
48.766999999999996	15.282999999999996	tool
71.117	15.332999999999998	outdoor
93.51700000000001	15.283	scrambled
111.8	6.0	rest
121.867	15.332999999999984	outdoor
144.25	15.282999999999989	animal
166.583	15.234000000000007	scrambled
188.86700000000002	15.283000000000017	tool
211.2	15.332999999999998	indoor
229.533	6.0	rest
239.583	15.234000000000007	scrambled
261.867	15.282999999999962	tool
284.217	15.333000000000027	indoor
306.617	15.315999999999974	animal
329.0	15.333000000000027	outdoor
347.333	6.0	rest
357.38300000000004	15.266999999999996	tool
379.7	15.25	scrambled
402.017	15.333000000000027	outdoor
424.417	15.317000000000007	indoor
446.784	15.283000000000017	animal
465.06699999999995	6.0	rest
