onset	duration	trial_type	stimulus	response
8.017000000000001	4.0	CS-	stims2/tools/circularsaw.jpg	2
19.067	4.0	CS+	stims2/animals/bluejay.jpg	2
30.116999999999997	4.0	CS+	stims2/animals/springhare.jpg	2
39.167	5.0	CS+	stims2/animals/peacock.jpg	2
51.217	4.0	CS-	stims2/tools/glove.jpg	2
61.266999999999996	4.5	CS-	stims2/tools/generator.jpg	2
71.8	5.0	CS+	stims2/animals/dolphin.jpg	2
81.85	4.0	CS-	stims2/tools/ducttape.jpg	2
90.9	5.0	CS-	stims2/tools/loom.jpg	2
100.95	4.5	CS+	stims2/animals/donkey.jpg	2
110.48299999999999	4.0	CS+	stims2/animals/chicken.jpg	2
121.53299999999999	5.0	CS-	stims2/tools/hoe.jpg	2
132.583	4.5	CS+	stims2/animals/koi.jpg	2
143.13299999999998	4.5	CS-	stims2/tools/coathanger.jpg	2
152.683	5.0	CS+	stims2/animals/sparrow.jpg	2
164.733	4.5	CS-	stims2/tools/computermouse.jpg	2
176.283	4.0	CS-	stims2/tools/drill.jpg	2
185.333	5.0	CS+	stims2/animals/rosechafer.jpg	2
196.36700000000002	5.0	CS-	stims2/tools/trowel.jpg	2
207.417	4.5	CS+	stims2/animals/dog.jpg	2
217.967	4.5	CS-	stims2/tools/handdrill.jpg	2
227.5	4.0	CS+	stims2/animals/hippo.jpg	2
238.55	4.5	CS+	stims2/animals/moth.jpg	2
250.083	5.0	CS-	stims2/tools/saw.jpg	2
