stimulus	source_memory	typicality	trial_type	encode_phase	recognition_memory	trial_number
tools/gardenhose.jpg	3	7	CS-	acquisition	DO	6
animals/tiger.jpg	2	7	CS+	acquisition	DO	23
animals/mahimahi.jpg	3	4	CS+	extinction	DN	22
animals/flamingo.jpg	2	7	CS+	baseline	DO	11
tools/blackboard.jpg	3	6	CS-	extinction	MO	17
animals/sheep.jpg	2	7	CS+	extinction	MO	5
animals/dramaderry.jpg	3	4	CS+	extinction	DN	21
tools/fan.jpg	3	6	CS-	extinction	MN	8
animals/cat.jpg	2	7	CS+	baseline	DN	3
animals/elephantafrican.jpg	2	7	CS+	baseline	DO	16
tools/weldinghelmet.jpg	3	3	CS-	acquisition	DN	15
tools/monkeywrench.jpg	2	6	CS-	baseline	MO	3
animals/ant.jpg	3	7	CS+	extinction	DN	20
animals/pelican.jpg	2	5	CS+	acquisition	MO	13
tools/transmissionwrench.jpg	3	5	CS-	acquisition	MO	16
animals/baboon.jpg	3	7	CS+	acquisition	MO	1
tools/paintroller.jpg	3	5	CS-	acquisition	MN	8
tools/chainsaw.jpg	2	5	CS-	baseline	MO	19
tools/airpump.jpg	2	6	CS-	baseline	MN	16
animals/ostrich.jpg	2	6	CS+	acquisition	DO	22
tools/plow.jpg	2	2	CS-	acquisition	DO	23
tools/toaster.jpg	3	7	CS-	baseline	MN	2
animals/crow.jpg	2	6	CS+	acquisition	MO	15
tools/sparkplug.jpg	3	3	CS-	extinction	DN	10
animals/catfish.jpg	2	5	CS+	extinction	DO	8
animals/snapper.jpg	3	6	CS+	acquisition	DN	6
tools/weedeater.jpg	3	5	CS-	extinction	MN	7
tools/beadingtool.jpg	2	3	CS-	acquisition	DO	24
tools/blower.jpg	3	4	CS-	baseline	MN	18
animals/rhino.jpg	3	7	CS+	baseline	DO	15
animals/marmot.jpg	3	6	CS+	baseline	MO	17
animals/mouse.jpg	3	7	CS+	extinction	MN	17
animals/shrimp.jpg	2	5	CS+	baseline	MO	7
tools/plunger.jpg	3	5	CS-	acquisition	MN	3
tools/measuringdevice.jpg	3	3	CS-	extinction	MN	12
tools/edger.jpg	3	3	CS-	baseline		4
animals/brown_bear.jpg	3	7	CS+	extinction	MO	19
tools/scissors.jpg	2	7	CS-	acquisition	MO	12
animals/herring.jpg	2	7	CS+	extinction	DO	12
tools/squeegee.jpg	3	5	CS-	baseline	MN	6
animals/giraffe.jpg	2	7	CS+	acquisition	MO	17
animals/llama.jpg	3	5	CS+	baseline	DO	13
tools/levelmount.jpg	3	2	CS-	extinction		19
tools/campingstove.jpg	3	4	CS-	baseline	MN	12
animals/pigeon.jpg	2	7	CS+	acquisition	DO	16
animals/salmon.jpg	3	7	CS+	baseline	MN	6
tools/viceclamp.jpg	3	3	CS-	extinction	DN	22
tools/beaker.jpg	2	4	CS-	extinction	MN	5
animals/caterpillarpeacockmoth.jpg	3	5	CS+	acquisition		3
animals/quail.jpg	3	6	CS+	acquisition	MN	19
animals/mole.jpg	2	6	CS+	acquisition	DO	14
animals/boar.jpg	2	5	CS+	acquisition	MO	2
animals/prayingmantis.jpg	2	5	CS+	acquisition	MO	9
animals/hummingbird.jpg	2	7	CS+	acquisition	DO	10
animals/herculesbeetle.jpg	2	5	CS+	acquisition	DO	21
animals/leopard.jpg	2	7	CS+	acquisition	DO	7
animals/partridge.jpg	3	6	CS+	extinction	MN	10
animals/baldeagle.jpg	3	7	CS+	extinction	MN	13
animals/chipmunk.jpg	3	7	CS+	extinction	DN	14
animals/mink.jpg	2	4	CS+	extinction	DO	16
animals/carp.jpg	3	7	CS+	extinction		11
animals/assassinbug.jpg	3	5	CS+	extinction	MN	7
animals/seal.jpg	2	7	CS+	extinction	DO	6
animals/camel.jpg	3	7	CS+	extinction	DO	23
animals/halibut.jpg	2	5	CS+	baseline	MN	2
animals/cricket.jpg	3	5	CS+	baseline	MO	24
animals/horse.jpg	2	7	CS+	baseline	DO	21
animals/finch.jpg	2	7	CS+	baseline	MN	5
animals/aardvark.jpg	3	4	CS+	baseline	MO	4
animals/perch.jpg	3	6	CS+	baseline	MO	22
animals/hyena.jpg	2	5	CS+	baseline	DO	10
animals/reindeer.jpg	3	5	CS+	baseline	MO	18
tools/reflexhammer.jpg	2	3	CS-	acquisition	DO	13
tools/gong.jpg	3	2	CS-	acquisition	MO	2
tools/pliers.jpg	3	7	CS-	acquisition	MN	4
tools/shoehorn.jpg	3	1	CS-	acquisition	MN	11
tools/chisel.jpg	2	5	CS-	acquisition	MO	22
tools/ropeandpulley.jpg	3	1	CS-	acquisition	DO	19
tools/cheesegrater.jpg	2	7	CS-	acquisition	MO	1
tools/rollingpin.jpg	3	5	CS-	acquisition	MO	20
tools/wrench.jpg	2	7	CS-	extinction	MO	6
tools/eraser.jpg	3	4	CS-	extinction	DO	15
tools/tubeflaring.jpg	3	1	CS-	extinction	DN	18
