onset	duration	trial_type
4.033	15.267000000000001	animal
26.366	15.317	indoor
48.75	15.283	tool
71.1	15.317000000000007	outdoor
93.46600000000001	15.26700000000001	scrambled
111.73299999999999	6.0	rest
121.8	15.333000000000013	outdoor
144.2	15.332999999999998	animal
166.583	15.234000000000007	scrambled
188.88299999999998	15.299999999999983	tool
211.25	15.332999999999998	indoor
229.583	6.0	rest
239.63299999999998	15.25	scrambled
261.933	15.266999999999996	tool
284.267	15.316000000000033	indoor
306.633	15.266999999999996	animal
328.95	15.317000000000007	outdoor
347.267	6.0	rest
357.31699999999995	15.315999999999974	tool
379.68300000000005	15.300000000000011	scrambled
402.033	15.334000000000005	outdoor
424.417	15.333000000000027	indoor
446.81699999999995	15.300000000000011	animal
465.11699999999996	6.0	rest
