onset	duration	trial_type	stimulus	response
8.017000000000001	5.0	CS+	stims2/tools/handdrill.jpg	1
20.05	4.5	CS-	stims2/animals/sparrow.jpg	1
31.583000000000002	4.0	CS+	stims2/tools/coathanger.jpg	1
41.63399999999999	4.5	CS+	stims2/tools/generator.jpg	2
51.167	5.0	CS-	stims2/animals/chicken.jpg	2
63.2	4.0	CS-	stims2/animals/dolphin.jpg	2
73.233	4.5	CS+	stims2/tools/trowel.jpg	2
82.78299999999999	5.0	CS-	stims2/animals/peacock.jpg	2
92.81700000000001	4.5	CS-	stims2/animals/koi.jpg	2
103.35	4.0	CS+	stims2/tools/ducttape.jpg	2
112.383	5.0	CS+	stims2/tools/drill.jpg	2
122.417	5.0	CS-	stims2/animals/hippo.jpg	2
134.45	4.0	CS+	stims2/tools/circularsaw.jpg	2
143.483	4.0	CS-	stims2/animals/donkey.jpg	2
153.517	4.5	CS+	stims2/tools/computermouse.jpg	2
165.05	5.0	CS-	stims2/animals/dog.jpg	2
175.083	4.0	CS-	stims2/animals/springhare.jpg	2
186.11700000000002	5.0	CS+	stims2/tools/glove.jpg	2
196.15	4.0	CS-	stims2/animals/moth.jpg	2
206.183	5.0	CS+	stims2/tools/saw.jpg	2
217.217	4.5	CS-	stims2/animals/bluejay.jpg	2
228.75	4.5	CS+	stims2/tools/hoe.jpg	2
240.283	4.0	CS+	stims2/tools/loom.jpg	2
250.317	4.5	CS-	stims2/animals/rosechafer.jpg	2
