stimulus	source_memory	typicality	trial_type	encode_phase	recognition_memory	trial_number
animals/seal.jpg	2	5	CS-	acquisition	MO	19
tools/screwdriver.jpg	1	6	CS+	extinction	MO	6
tools/beadingtool.jpg	1	2	CS+	baseline	DO	22
animals/prayingmantis.jpg	1	2	CS-	baseline	DO	3
tools/transmissionwrench.jpg	2	2	CS+	baseline	DO	15
animals/carp.jpg	3	4	CS-	acquisition	MO	24
animals/anteater.jpg	2	3	CS-	acquisition	DO	2
animals/boar.jpg	2	5	CS-	baseline	DO	10
tools/routerplane.jpg	3	1	CS+	acquisition	DO	4
tools/beaker.jpg	2	1	CS+	acquisition	MN	3
tools/monkeywrench.jpg	2	5	CS+	extinction	MN	3
animals/chipmunk.jpg	1	4	CS-	acquisition	MO	13
tools/electricbreaker.jpg	2	2	CS+	baseline	DN	19
animals/shark.jpg	1	6	CS-	acquisition	DO	8
animals/catfish.jpg	1	3	CS-	acquisition	DO	14
animals/perch.jpg	1	2	CS-	extinction	MN	18
animals/cow.jpg	1	7	CS-	baseline	MN	22
tools/stove.jpg	3	2	CS+	baseline	DO	7
animals/firebug.jpg	1	1	CS-	acquisition	MN	5
animals/racoon.jpg	1	5	CS-	extinction	MO	13
animals/starfish.jpg	3	3	CS-	extinction	MO	5
animals/zebra.jpg	3	5	CS-	extinction	MO	3
tools/ruler.jpg	2	2	CS+	acquisition	MN	24
tools/pruner.jpg	2	3	CS+	acquisition	DO	15
animals/ant.jpg	2	2	CS-	acquisition	MO	18
animals/pigeon.jpg	1	4	CS-	baseline	DO	21
animals/pelican.jpg	3	4	CS-	baseline	MO	5
animals/caterpillarpeacockmoth.jpg	2	2	CS-	baseline	MO	17
animals/halibut.jpg	2	1	CS-	extinction	MO	16
tools/ladder.jpg	3	2	CS+	baseline	DO	18
tools/blackboard.jpg	3	1	CS+	acquisition	DO	8
animals/snapper.jpg	3	2	CS-	baseline	DO	12
tools/cheesegrater.jpg	3	3	CS+	baseline	DO	8
tools/squeegee.jpg	2	2	CS+	extinction	MO	23
tools/carpetblower.jpg	3	2	CS+	extinction	DO	2
tools/spoon.jpg	3	2	CS+	acquisition	MN	10
animals/reindeer.jpg	2	4	CS-	extinction	MO	21
animals/shrimp.jpg	2	3	CS-	extinction	DO	12
animals/elephantafrican.jpg	2	7	CS-	extinction	DO	17
animals/quail.jpg	2	4	CS-	baseline	DO	18
tools/paintroller.jpg	1	5	CS+	baseline	MO	3
tools/faxmachine.jpg	3	2	CS+	baseline	DO	23
tools/viceclamp.jpg	2	3	CS+	acquisition	MO	9
tools/tubeflaring.jpg	3	2	CS+	acquisition	MN	1
tools/campingstove.jpg	1	1	CS+	extinction	MN	8
tools/duffelbag.jpg	2	2	CS+	extinction	MO	12
tools/solderingtorch.jpg	3	2	CS+	extinction	DN	21
tools/paintbrush.jpg	2	2	CS+	extinction	MO	1
animals/giraffe.jpg	2	7	CS-	baseline	MO	20
animals/crow.jpg	2	6	CS-	baseline	DO	16
animals/baboon.jpg	3	5	CS-	baseline	DO	23
animals/mole.jpg	1	4	CS-	baseline	DO	1
animals/gerbil.jpg	1	4	CS-	baseline	MO	11
animals/waterbuffalo.jpg	2	5	CS-	baseline	DO	2
animals/flea.jpg	2	2	CS-	baseline	DO	8
animals/porcupine.jpg	1	4	CS-	baseline	MO	15
animals/mahimahi.jpg	3	3	CS-	acquisition	MO	6
animals/assassinbug.jpg	1	1	CS-	acquisition	MN	15
animals/sheep.jpg	2	7	CS-	acquisition	MO	17
animals/dramaderry.jpg	2	6	CS-	acquisition	MN	20
animals/snail.jpg	3	3	CS-	acquisition	MN	23
animals/duck.jpg	3	5	CS-	acquisition	MN	7
animals/mouse.jpg	1	5	CS-	acquisition	MO	1
