onset	duration	trial_type	stimulus	response	response_time	recognition_memory
4.034	5.0	CS+	animals/cricket.jpg	2	1.619	MO
13.984000000000002	4.0	CS-	tools/chainsaw.jpg	2	3.307	DO
24.9	5.0	CS+	animals/elephantafrican.jpg	2	2.123	MO
36.817	4.0	CS+	animals/canary.jpg	2	2.3369999999999997	DO
45.766999999999996	4.0	CS-	tools/screwdriver.jpg	2	2.673	DO
56.684	4.5	CS-	tools/microwave.jpg	2	2.431	DO
66.134	5.0	CS+	animals/reindeer.jpg	2	2.229	MO
78.05	4.5	CS-	tools/campingstove.jpg	2	1.874	DO
87.501	4.0	CS+	animals/hyena.jpg	2	2.927	DO
97.434	4.0	CS-	tools/extensioncord.jpg	2	2.748	MO
108.351	4.5	CS-	tools/bucket.jpg	2	2.3	MO
117.801	4.5	CS+	animals/salmon.jpg	2	2.9560000000000004	DO
128.234	5.0	CS-	tools/paintbrush.jpg	2	2.733	DO
139.167	4.5	CS+	animals/llama.jpg	2	2.549	DO
149.601	4.5	CS-	tools/squeegee.jpg	2	1.6540000000000001	MO
160.034	4.5	CS+	animals/cranebug.jpg	2	2.26	DO
169.484	4.5	CS+	animals/shrimp.jpg	2	3.32	MO
179.917	4.5	CS-	tools/workbench.jpg	2	1.791	MN
189.36700000000002	4.5	CS+	animals/goldfish.jpg	2	2.032	DO
198.817	5.0	CS-	tools/hammer.jpg	2	1.319	DO
210.734	5.0	CS+	animals/cat.jpg	2	1.954	DO
222.65099999999998	4.5	CS-	tools/solderingtorch.jpg	2	2.399	DO
233.067	4.0	CS-	tools/blower.jpg	2	0.9259999999999999	DO
243.984	4.0	CS+	animals/finch.jpg	2	1.3519999999999999	MO
254.88400000000001	5.0	CS+	animals/halibut.jpg	2	1.0959999999999999	DO
265.801	5.0	CS-	tools/padlock.jpg	2	1.129	DO
277.717	4.0	CS+	animals/horse.jpg	2	0.996	DO
287.651	4.0	CS+	animals/skunk.jpg	2	0.6659999999999999	MO
298.567	5.0	CS-	tools/camera.jpg	2	0.948	DO
308.517	4.0	CS-	tools/measuringtape.jpg	2	0.895	MO
319.434	5.0	CS+	animals/caterpillarhawkmoth.jpg	2	2.051	MN
330.351	5.0	CS-	tools/monkeywrench.jpg	2	0.7390000000000001	DO
340.301	5.0	CS+	animals/flamingo.jpg	2	1.219	MO
352.217	5.0	CS-	tools/videogamecontroller.jpg	2	0.633	MO
362.167	4.5	CS+	animals/zebra.jpg	2	0.603	DO
371.61699999999996	5.0	CS-	tools/toaster.jpg	2	0.5479999999999999	DO
382.551	4.5	CS-	tools/treadmill.jpg	2	0.95	DN
392.98400000000004	4.5	CS+	animals/marmot.jpg	2	0.536	DO
403.417	4.0	CS+	animals/perch.jpg	2	0.552	MO
414.334	4.0	CS-	tools/duffelbag.jpg	2	1.556	MO
424.26800000000003	4.0	CS-	tools/jumpercables.jpg	2	0.88	DN
435.184	4.0	CS+	animals/starfish.jpg	2	2.089	MO
444.134	5.0	CS-	tools/carpetblower.jpg	2	1.8969999999999998	MO
455.051	4.0	CS+	animals/aardvark.jpg	2	0.601	
464.001	4.0	CS-	tools/edger.jpg	2	0.915	DO
472.95099999999996	4.5	CS+	animals/rhino.jpg	2	0.645	DO
483.384	4.5	CS-	tools/airpump.jpg	2	0.993	MN
494.801	5.0	CS+	animals/racoon.jpg	2	0.627	DO
