onset	duration	trial_type
4.0169999999999995	15.334000000000001	animal
26.416999999999998	15.317	indoor
48.784	15.332999999999993	tool
71.184	15.332999999999998	outdoor
93.584	15.299999999999995	scrambled
111.884	6.0	rest
121.934	15.332999999999998	outdoor
144.334	15.332999999999998	animal
166.717	15.283999999999994	scrambled
189.067	15.266999999999996	tool
211.40099999999998	15.332999999999998	indoor
229.734	6.0	rest
239.801	15.26600000000002	scrambled
262.134	15.332999999999972	tool
284.534	15.333000000000027	indoor
306.934	15.332999999999972	animal
329.334	15.350000000000026	outdoor
347.684	6.0	rest
357.73400000000004	15.333000000000027	tool
380.134	15.317000000000007	scrambled
402.51800000000003	15.333000000000027	outdoor
424.918	15.332999999999972	indoor
447.31800000000004	15.316000000000033	animal
465.634	6.0	rest
