onset	duration	trial_type
4.033	15.366999999999996	animal
26.483	15.367	indoor
48.933	15.366999999999996	tool
71.383	15.417000000000002	outdoor
93.883	15.367000000000004	scrambled
112.25	6.0	rest
122.333	15.36699999999999	outdoor
144.783	15.367000000000019	animal
167.233	15.38300000000001	scrambled
189.7	15.450000000000017	tool
212.25	15.38300000000001	indoor
230.63299999999998	6.0	rest
240.71599999999998	15.350000000000026	scrambled
263.166	15.399999999999974	tool
285.65	15.366000000000042	indoor
308.1	15.365999999999984	animal
330.55	15.365999999999984	outdoor
348.916	6.0	rest
359.0	15.365999999999984	tool
381.45	15.367000000000019	scrambled
403.9	15.367000000000019	outdoor
426.35	15.366999999999962	indoor
448.8	15.382999999999981	animal
467.18300000000005	6.0	rest
