onset	duration	trial_type	stimulus	response
8.033	4.0	CS+	stims2/tools/ducttape.jpg	1
18.083	5.0	CS-	stims2/animals/moth.jpg	2
28.133000000000003	4.5	CS+	stims2/tools/drill.jpg	1
39.683	4.5	CS+	stims2/tools/saw.jpg	1
49.233000000000004	4.0	CS-	stims2/animals/koi.jpg	2
59.283	4.5	CS-	stims2/animals/donkey.jpg	2
70.833	5.0	CS+	stims2/tools/glove.jpg	1
81.883	4.5	CS-	stims2/animals/hippo.jpg	2
91.416	4.0	CS-	stims2/animals/dog.jpg	2
102.449	4.0	CS+	stims2/tools/handdrill.jpg	1
111.5	4.5	CS+	stims2/tools/computermouse.jpg	1
121.03299999999999	4.5	CS-	stims2/animals/chicken.jpg	2
132.583	4.5	CS+	stims2/tools/coathanger.jpg	1
144.116	5.0	CS-	stims2/animals/bluejay.jpg	2
155.166	4.0	CS+	stims2/tools/loom.jpg	1
165.2	4.5	CS-	stims2/animals/peacock.jpg	2
174.733	5.0	CS-	stims2/animals/rosechafer.jpg	2
186.783	5.0	CS+	stims2/tools/circularsaw.jpg	1
196.833	4.0	CS-	stims2/animals/sparrow.jpg	2
206.86599999999999	4.0	CS+	stims2/tools/hoe.jpg	1
217.9	4.0	CS-	stims2/animals/springhare.jpg	2
227.933	5.0	CS+	stims2/tools/trowel.jpg	1
239.983	5.0	CS+	stims2/tools/generator.jpg	1
251.033	5.0	CS-	stims2/animals/dolphin.jpg	2
