onset	duration	trial_type
4.033	15.334000000000001	animal
26.433000000000003	15.299999999999995	indoor
48.8	15.316999999999993	tool
71.184	15.332999999999998	outdoor
93.56700000000001	15.300000000000011	scrambled
111.867	6.0	rest
121.917	15.317000000000007	outdoor
144.283	15.267000000000026	animal
166.61700000000002	15.317000000000007	scrambled
189.0	15.334000000000005	tool
211.38299999999998	15.31699999999998	indoor
229.7	6.0	rest
239.75	15.282999999999989	scrambled
262.08299999999997	15.300999999999988	tool
284.45	15.334000000000005	indoor
306.83299999999997	15.333999999999945	animal
329.23400000000004	15.300000000000011	outdoor
347.534	6.0	rest
357.584	15.300000000000011	tool
379.95	15.266999999999996	scrambled
402.284	15.333000000000027	outdoor
424.684	15.299999999999955	indoor
447.05	15.317000000000007	animal
465.36699999999996	6.0	rest
