onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.033	3.0	CS+	tools/hammer.jpg	Old	baseline	MO	H	M	1.48
11.1	3.0	CS-	animals/cranebug.jpg	Old	baseline	DO	H	H	1.611
18.166	3.0	CS+	tools/cuttingboard.jpg	New	foil	DN	CR	CR	1.1340000000000001
25.25	3.0	CS+	tools/staplegun.jpg	New	foil	MO	FA	CR	1.554
32.333	3.0	CS-	animals/penguin.jpg	New	foil	DO	FA	FA	1.124
39.416	3.0	CS-	animals/ibises.jpg	New	foil	MN	CR	CR	2.306
46.5	3.0	CS+	tools/stove.jpg	Old	acquisition	MO	H	M	1.801
53.6	3.0	CS+	tools/duffelbag.jpg	Old	baseline	DO	H	H	2.168
60.7	3.0	CS-	animals/waterbuffalo.jpg	Old	acquisition	DO	H	H	1.112
67.766	3.0	CS-	animals/partridge.jpg	Old	extinction	MN	M	M	1.9969999999999999
74.85	3.0	CS-	animals/gecko.jpg	New	foil	MN	CR	CR	2.438
81.95	3.0	CS+	tools/vicegrips.jpg	New	foil	MO	FA	CR	2.3
89.016	3.0	CS+	tools/eraser.jpg	Old	extinction	DN	M	M	1.9340000000000002
96.1	3.0	CS+	tools/wheelbarrow.jpg	Old	acquisition	DO	H	H	1.103
103.18299999999999	3.0	CS-	animals/carp.jpg	Old	extinction	MN	M	M	2.436
110.266	3.0	CS+	tools/clippers.jpg	New	foil	DN	CR	CR	2.333
117.35	3.0	CS-	animals/snapper.jpg	Old	acquisition	MO	H	M	1.935
124.45	3.0	CS+	tools/wrench.jpg	Old	extinction	DO	H	H	1.7480000000000002
131.516	3.0	CS-	animals/canary.jpg	Old	baseline	MO	H	M	2.6069999999999998
138.6	3.0	CS-	animals/clownfish.jpg	New	foil	MN	CR	CR	1.77
145.683	3.0	CS+	tools/weedeater.jpg	Old	extinction	MN	M	M	2.166
152.75	3.0	CS+	tools/vacuumcleaner.jpg	New	foil	DN	CR	CR	1.41
159.85	3.0	CS+	tools/tape.jpg	New	foil	DN	CR	CR	2.0069999999999997
166.95	3.0	CS+	tools/squeegee.jpg	Old	baseline	MO	H	M	1.5019999999999998
174.05	3.0	CS+	tools/shovel.jpg	New	foil	MO	FA	CR	2.399
181.11599999999999	3.0	CS-	animals/leopard.jpg	Old	acquisition	DO	H	H	1.518
188.2	3.0	CS-	animals/seal.jpg	Old	extinction	DO	H	H	1.26
195.3	3.0	CS-	animals/turkey.jpg	Old	extinction	MO	H	M	1.788
202.4	3.0	CS+	tools/toaster.jpg	Old	baseline	DO	H	H	1.368
209.5	3.0	CS-	animals/cat.jpg	Old	baseline	MN	M	M	2.214
216.56599999999997	3.0	CS-	animals/perch.jpg	Old	baseline	MN	M	M	2.265
223.65	3.0	CS-	animals/macaw.jpg	New	foil	DO	FA	FA	1.189
230.733	3.0	CS+	tools/chisel.jpg	Old	acquisition	DO	H	H	1.2790000000000001
237.8	3.0	CS+	tools/shoehorn.jpg	Old	acquisition	DO	H	H	1.527
