onset	duration	trial_type	stimulus	response
8.033999999999999	5.0	CS-	stims2/tools/generator.jpg	2
19.067	4.5	CS+	stims2/animals/peacock.jpg	1
28.616999999999997	4.0	CS+	stims2/animals/bluejay.jpg	2
38.667	4.0	CS+	stims2/animals/dog.jpg	2
48.717	4.0	CS-	stims2/tools/ducttape.jpg	2
59.766999999999996	4.5	CS-	stims2/tools/handdrill.jpg	2
71.317	4.5	CS+	stims2/animals/rosechafer.jpg	1
82.867	4.5	CS-	stims2/tools/glove.jpg	2
94.417	4.0	CS-	stims2/tools/computermouse.jpg	2
104.46700000000001	5.0	CS+	stims2/animals/koi.jpg	2
116.51700000000001	4.0	CS+	stims2/animals/chicken.jpg	2
125.56700000000001	5.0	CS-	stims2/tools/drill.jpg	2
137.61700000000002	4.0	CS+	stims2/animals/sparrow.jpg	2
146.65	5.0	CS-	stims2/tools/coathanger.jpg	2
156.7	5.0	CS+	stims2/animals/donkey.jpg	2
167.75	5.0	CS-	stims2/tools/trowel.jpg	2
179.8	4.0	CS-	stims2/tools/hoe.jpg	2
189.85	5.0	CS+	stims2/animals/hippo.jpg	2
201.9	4.0	CS-	stims2/tools/loom.jpg	2
211.95	4.5	CS+	stims2/animals/dolphin.jpg	2
221.5	4.5	CS-	stims2/tools/saw.jpg	2
231.05	5.0	CS+	stims2/animals/springhare.jpg	2
241.1	4.5	CS+	stims2/animals/moth.jpg	2
251.65	4.5	CS-	stims2/tools/circularsaw.jpg	2
