onset	duration	trial_type
4.0169999999999995	15.316	animal
26.4	15.317	indoor
48.766999999999996	15.332999999999993	tool
71.167	15.332999999999998	outdoor
93.56700000000001	15.333000000000013	scrambled
111.9	6.0	rest
121.96700000000001	15.333000000000013	outdoor
144.36700000000002	15.300000000000011	animal
166.734	15.299999999999983	scrambled
189.1	15.334000000000005	tool
211.5	15.334000000000005	indoor
229.834	6.0	rest
239.9	15.317000000000007	scrambled
262.284	15.333000000000027	tool
284.66700000000003	15.283000000000017	indoor
307.0	15.317000000000007	animal
329.384	15.332999999999972	outdoor
347.717	6.0	rest
357.783	15.266999999999996	tool
380.1	15.266999999999996	scrambled
402.434	15.332999999999972	outdoor
424.81699999999995	15.266999999999996	indoor
447.15	15.25	animal
465.4	6.0	rest
