onset	duration	trial_type
4.0169999999999995	15.333000000000002	animal
26.416999999999998	15.332999999999998	indoor
48.817	15.333000000000006	tool
71.217	15.332999999999998	outdoor
93.617	15.332999999999998	scrambled
111.95	6.0	rest
122.01700000000001	15.332999999999998	outdoor
144.417	15.332999999999998	animal
166.817	15.31699999999998	scrambled
189.2	15.284000000000018	tool
211.55	15.333999999999973	indoor
229.88400000000001	6.0	rest
239.93400000000003	15.316000000000004	scrambled
262.317	15.266999999999996	tool
284.65	15.334000000000005	indoor
307.034	15.300000000000011	animal
329.4	15.334000000000005	outdoor
347.73400000000004	6.0	rest
357.8	15.300000000000011	tool
380.15	15.284000000000047	scrambled
402.5	15.334000000000005	outdoor
424.9	15.334000000000005	indoor
447.3	15.283999999999994	animal
465.584	6.0	rest
