onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.033	3.0	CS-	tools/shoehorn.jpg	Old	acquisition	DO	H	H	1.975
11.117	3.0	CS+	animals/slug.jpg	New	foil	DN	CR	CR	1.182
18.183	3.0	CS+	animals/rabbit.jpg	Old	extinction	DO	H	H	0.674
25.267	3.0	CS+	animals/canary.jpg	Old	baseline	DO	H	H	0.5770000000000001
32.367	3.0	CS-	tools/rake.jpg	Old	acquisition	DO	H	H	0.6609999999999999
39.433	3.0	CS-	tools/videogamecontroller.jpg	Old	baseline	DO	H	H	0.525
46.516999999999996	3.0	CS-	tools/spoon.jpg	Old	extinction	DO	H	H	0.998
53.583	3.0	CS-	tools/airpump.jpg	Old	baseline	DO	H	H	1.04
60.667	3.0	CS-	tools/sawblade.jpg	New	foil	DN	CR	CR	1.011
67.733	3.0	CS-	tools/battery.jpg	New	foil	MN	CR	CR	1.9040000000000001
74.817	3.0	CS+	animals/carp.jpg	Old	extinction	DO	H	H	0.99
81.917	3.0	CS-	tools/eraser.jpg	Old	extinction	DO	H	H	0.9790000000000001
88.98299999999999	3.0	CS+	animals/rooster.jpg	New	foil	MO	FA	CR	1.518
96.06700000000001	3.0	CS-	tools/stapler.jpg	New	foil	DO	FA	FA	0.9790000000000001
103.133	3.0	CS+	animals/dove.jpg	New	foil	MO	FA	CR	1.382
110.21700000000001	3.0	CS+	animals/quail.jpg	Old	acquisition	MN	M	M	1.329
117.28299999999999	3.0	CS-	tools/razorblade.jpg	New	foil	DN	CR	CR	1.391
124.367	3.0	CS+	animals/racoon.jpg	Old	baseline	DO	H	H	0.772
131.467	3.0	CS+	animals/cow.jpg	Old	acquisition	MO	H	M	1.484
138.567	3.0	CS+	animals/owl.jpg	New	foil	DO	FA	FA	0.889
145.667	3.0	CS+	animals/brown_bear.jpg	Old	extinction	DO	H	H	0.9179999999999999
152.767	3.0	CS-	tools/weedeater.jpg	Old	extinction	DO	H	H	1.11
159.86700000000002	3.0	CS+	animals/cranebug.jpg	Old	baseline	DO	H	H	0.585
166.967	3.0	CS+	animals/perch.jpg	Old	baseline	DN	M	M	1.0590000000000002
174.05	3.0	CS+	animals/leafinsect.jpg	New	foil	DN	CR	CR	0.8740000000000001
181.13299999999998	3.0	CS-	tools/chisel.jpg	Old	acquisition	DO	H	H	1.5319999999999998
188.2	3.0	CS-	tools/scratchawl.jpg	New	foil	DN	CR	CR	1.2
195.267	3.0	CS-	tools/telephone.jpg	New	foil	DN	CR	CR	1.026
202.35	3.0	CS+	animals/armadillo.jpg	New	foil	DN	CR	CR	1.264
209.417	3.0	CS-	tools/routerplane.jpg	Old	extinction	DO	H	H	0.8370000000000001
216.5	3.0	CS-	tools/weldinghelmet.jpg	Old	acquisition	DO	H	H	0.8270000000000001
223.583	3.0	CS-	tools/squeegee.jpg	Old	baseline	DO	H	H	0.462
230.65	3.0	CS+	animals/leopard.jpg	Old	acquisition	DO	H	H	0.574
237.733	3.0	CS+	animals/caracal.jpg	New	foil	DN	CR	CR	2.025
244.817	3.0	CS+	animals/baboon.jpg	Old	acquisition	DO	H	H	0.706
251.9	3.0	CS-	tools/anvil.jpg	New	foil	DO	FA	FA	0.775
258.983	3.0	CS+	animals/anteater.jpg	Old	extinction	DO	H	H	1.1740000000000002
266.067	3.0	CS-	tools/pick.jpg	New	foil	DO	FA	FA	0.862
273.133	3.0	CS-	tools/duffelbag.jpg	Old	baseline	DN	M	M	1.1540000000000001
280.217	3.0	CS+	animals/wasp.jpg	New	foil	DN	CR	CR	0.9329999999999999
287.283	3.0	CS+	animals/earthworm.jpg	New	foil	DN	CR	CR	1.271
295.367	3.0	CS+	animals/beardeddragon.jpg	New	foil	DN	CR	CR	1.087
303.45	3.0	CS+	animals/orangutan.jpg	New	foil	DN	CR	CR	0.667
311.533	3.0	CS-	tools/pliers.jpg	Old	acquisition	MO	H	M	1.6130000000000002
319.6	3.0	CS+	animals/waterbuffalo.jpg	Old	acquisition	DN	M	M	1.137
327.68300000000005	3.0	CS-	tools/hedgeshears.jpg	New	foil	MO	FA	CR	1.369
335.767	3.0	CS+	animals/snapper.jpg	Old	acquisition	DN	M	M	1.351
343.85	3.0	CS+	animals/turkey.jpg	Old	extinction	MN	M	M	1.177
351.93300000000005	3.0	CS-	tools/carabiner.jpg	New	foil	DO	FA	FA	1.056
360.017	3.0	CS+	animals/seal.jpg	Old	extinction	DO	H	H	1.169
368.1	3.0	CS-	tools/laptop.jpg	New	foil	MN	CR	CR	1.672
376.18300000000005	3.0	CS-	tools/blower.jpg	Old	baseline	DO	H	H	1.7109999999999999
384.25	3.0	CS+	animals/starfish.jpg	Old	baseline	DO	H	H	0.7829999999999999
392.31699999999995	3.0	CS-	tools/lawnmower.jpg	Old	extinction	DO	H	H	0.828
400.38300000000004	3.0	CS+	animals/crab.jpg	New	foil	DO	FA	FA	0.9420000000000001
408.467	3.0	CS-	tools/woodchipper.jpg	Old	extinction	MO	H	M	1.3730000000000002
416.55	3.0	CS-	tools/toaster.jpg	Old	baseline	DN	M	M	1.014
424.61699999999996	3.0	CS-	tools/flashlight.jpg	New	foil	DO	FA	FA	1.472
432.7	3.0	CS-	tools/paintroller.jpg	Old	acquisition	DO	H	H	1.236
440.784	3.0	CS+	animals/cat.jpg	Old	baseline	DO	H	H	0.998
448.85	3.0	CS-	tools/wrench.jpg	Old	extinction	DO	H	H	0.698
456.93300000000005	3.0	CS+	animals/halibut.jpg	Old	baseline	MN	M	M	1.5619999999999998
465.0	3.0	CS+	animals/hummingbird.jpg	Old	acquisition	MN	M	M	1.609
473.083	3.0	CS-	tools/hammer.jpg	Old	baseline	DO	H	H	1.456
481.184	3.0	CS-	tools/clamp.jpg	New	foil	MO	FA	CR	1.2690000000000001
489.284	3.0	CS-	tools/duster.jpg	New	foil	DN	CR	CR	0.9329999999999999
497.35	3.0	CS-	tools/wheelbarrow.jpg	Old	acquisition	DO	H	H	1.147
505.434	3.0	CS+	animals/stinkbug.jpg	New	foil	MO	FA	CR	2.1319999999999997
513.5	3.0	CS-	tools/snowbrush.jpg	New	foil	MO	FA	CR	1.3780000000000001
521.5840000000001	3.0	CS-	tools/measuringdevice.jpg	Old	extinction	MO	H	M	1.304
529.684	3.0	CS+	animals/tragopan.jpg	New	foil	DN	CR	CR	1.27
537.7669999999999	3.0	CS-	tools/chainsaw.jpg	Old	baseline	DO	H	H	0.8079999999999999
545.85	3.0	CS+	animals/marlin.jpg	New	foil	DN	CR	CR	1.183
553.9169999999999	3.0	CS-	tools/pizzacutter.jpg	New	foil	MO	FA	CR	1.564
561.984	3.0	CS+	animals/herculesbeetle.jpg	Old	acquisition	DO	H	H	0.863
570.05	3.0	CS+	animals/salmon.jpg	Old	baseline	DO	H	H	0.98
578.117	3.0	CS+	animals/malaysianjunglenymph.jpg	New	foil	DN	CR	CR	1.311
586.184	3.0	CS+	animals/chipmunk.jpg	Old	extinction	DO	H	H	1.126
594.2669999999999	3.0	CS+	animals/partridge.jpg	Old	extinction	DN	M	M	0.7390000000000001
602.35	3.0	CS-	tools/stove.jpg	Old	acquisition	DN	M	M	1.7109999999999999
