onset	duration	trial_type	stimulus	response
8.017000000000001	5.0	CS+	stims2/tools/computermouse.jpg	2
18.067	4.5	CS-	stims2/animals/donkey.jpg	2
28.616999999999997	4.5	CS+	stims2/tools/handdrill.jpg	1
39.167	5.0	CS+	stims2/tools/drill.jpg	2
51.217	4.0	CS-	stims2/animals/dog.jpg	1
61.266999999999996	4.0	CS-	stims2/animals/springhare.jpg	2
71.317	4.5	CS+	stims2/tools/glove.jpg	2
81.867	4.0	CS-	stims2/animals/koi.jpg	1
92.917	4.5	CS-	stims2/animals/rosechafer.jpg	2
102.46700000000001	5.0	CS+	stims2/tools/generator.jpg	2
113.51700000000001	4.0	CS+	stims2/tools/trowel.jpg	2
122.56700000000001	5.0	CS-	stims2/animals/hippo.jpg	2
132.61700000000002	4.5	CS+	stims2/tools/hoe.jpg	2
144.167	5.0	CS-	stims2/animals/moth.jpg	2
154.217	4.0	CS+	stims2/tools/coathanger.jpg	2
164.267	4.0	CS-	stims2/animals/peacock.jpg	2
175.317	5.0	CS-	stims2/animals/dolphin.jpg	2
185.36700000000002	4.0	CS+	stims2/tools/saw.jpg	2
196.417	5.0	CS-	stims2/animals/bluejay.jpg	2
206.45	4.0	CS+	stims2/tools/ducttape.jpg	2
216.5	4.5	CS-	stims2/animals/chicken.jpg	2
226.05	4.5	CS+	stims2/tools/circularsaw.jpg	2
237.6	5.0	CS+	stims2/tools/loom.jpg	2
249.65	4.5	CS-	stims2/animals/sparrow.jpg	2
