stimulus	source_memory	typicality	trial_type	encode_phase	recognition_memory	trial_number
tools/gong.jpg	2	5	CS+	baseline	DO	11
tools/campingstove.jpg	2	1	CS+	extinction	DO	14
tools/mallet.jpg	3	7	CS+	acquisition	DO	15
animals/cricket.jpg	1	7	CS-	extinction	DO	21
tools/duffelbag.jpg	2	6	CS+	extinction	DO	24
tools/spoon.jpg	3	7	CS+	acquisition	MN	17
animals/rabbit.jpg	1	7	CS-	acquisition	MN	6
animals/firebug.jpg	2	4	CS-	acquisition	DO	21
tools/workbench.jpg	3	6	CS+	extinction	MN	19
animals/llama.jpg	1	5	CS-	extinction	DO	22
animals/brown_bear.jpg	1	4	CS-	acquisition	MN	24
tools/airpump.jpg	1	7	CS+	extinction	MN	4
animals/rhino.jpg	2	5	CS-	extinction	DO	10
animals/cat.jpg	1	7	CS-	extinction	MO	8
tools/hairdryer.jpg	2	7	CS+	baseline	MO	9
tools/weedeater.jpg	2	5	CS+	acquisition	DO	1
animals/assassinbug.jpg	1	2	CS-	acquisition	DO	2
animals/finch.jpg	1	5	CS-	extinction	MO	20
tools/measuringtape.jpg	2	7	CS+	extinction	DO	12
tools/screwdriver.jpg	1	7	CS+	extinction	DO	18
tools/toaster.jpg	2	6	CS+	extinction	MO	15
tools/electricbreaker.jpg	3	1	CS+	baseline	MO	3
tools/scissors.jpg	1	7	CS+	baseline	DO	2
animals/leopard.jpg	2	4	CS-	baseline	DO	4
animals/cow.jpg	2	7	CS-	baseline	DO	9
tools/rollingpin.jpg	3	5	CS+	baseline	DO	7
tools/ruler.jpg	1	4	CS+	acquisition	MN	16
tools/transmissionwrench.jpg	3	6	CS+	baseline	MN	6
animals/caterpillarpeacockmoth.jpg	3	1	CS-	baseline	DO	2
animals/cranebug.jpg	3	6	CS-	extinction	MO	23
animals/herring.jpg	1	7	CS-	acquisition	DO	8
animals/mole.jpg	3	1	CS-	baseline	MO	16
animals/duck.jpg	1	7	CS-	acquisition	MN	5
animals/mahimahi.jpg	2	3	CS-	acquisition	DO	20
tools/cheesegrater.jpg	2	5	CS+	baseline	DO	20
animals/flea.jpg	1	1	CS-	baseline	MO	13
animals/ostrich.jpg	1	5	CS-	baseline	DO	7
animals/elephantafrican.jpg	3	7	CS-	extinction	MO	2
animals/goldfish.jpg	1	7	CS-	extinction	DO	5
tools/blackboard.jpg	3	3	CS+	acquisition	MO	8
tools/reflexhammer.jpg	1	3	CS+	baseline	MN	8
tools/squeegee.jpg	1	4	CS+	extinction	MO	13
animals/baldeagle.jpg	2	5	CS-	acquisition	DO	16
animals/crow.jpg	2	6	CS-	baseline	DO	23
tools/tubeflaring.jpg	3	1	CS+	acquisition	MN	2
animals/boar.jpg	3	1	CS-	baseline	MO	8
tools/viceclamp.jpg	2	5	CS+	acquisition	DO	13
tools/routerplane.jpg	2	2	CS+	acquisition	DO	23
animals/porcupine.jpg	3	2	CS-	baseline	DO	18
animals/giraffe.jpg	1	5	CS-	baseline	DO	19
animals/pelican.jpg	3	4	CS-	baseline	MO	10
animals/pike.jpg	1	2	CS-	baseline	MN	1
