stimulus	source_memory	typicality	trial_type	encode_phase	recognition_memory	trial_number
tools/videogamecontroller.jpg	2	4	CS-	baseline	DO	4
tools/padlock.jpg	1	5	CS-	baseline	DO	2
animals/rhino.jpg	1	3	CS+	baseline	MO	5
animals/baboon.jpg	2	6	CS+	acquisition	DO	19
tools/rake.jpg	1	7	CS-	acquisition	DO	10
tools/pliers.jpg	2	6	CS-	acquisition	MN	17
tools/hammer.jpg	1	7	CS-	baseline	DO	6
tools/measuringdevice.jpg	3	4	CS-	extinction	MN	22
animals/starfish.jpg	2	3	CS+	baseline	DO	23
tools/pruner.jpg	3	3	CS-	extinction	MN	3
animals/skunk.jpg	2	3	CS+	baseline	MO	4
tools/blackboard.jpg	3	2	CS-	extinction	DN	4
animals/leopard.jpg	1	5	CS+	acquisition	DO	18
animals/giraffe.jpg	2	6	CS+	acquisition	DO	24
tools/squeegee.jpg	1	3	CS-	baseline	MO	24
animals/elephantafrican.jpg	2	6	CS+	baseline	MN	12
animals/halibut.jpg	3	5	CS+	baseline	MO	19
tools/measuringtape.jpg	2	5	CS-	baseline	MO	10
tools/screwdriver.jpg	1	7	CS-	baseline	MO	5
animals/chipmunk.jpg	2	3	CS+	extinction	DO	20
tools/gardenhose.jpg	2	6	CS-	acquisition	MN	13
animals/catfish.jpg	2	3	CS+	extinction	MN	16
animals/tiger.jpg	1	7	CS+	acquisition	DO	9
tools/workbench.jpg	2	3	CS-	baseline	MN	8
animals/caterpillarhawkmoth.jpg	2	5	CS+	baseline	MN	16
animals/porcupine.jpg	2	5	CS+	acquisition	DO	5
tools/lawnmower.jpg	3	3	CS-	extinction	MN	16
animals/anteater.jpg	2	2	CS+	extinction	MO	18
animals/gerbil.jpg	2	5	CS+	acquisition	DO	1
tools/bucket.jpg	3	3	CS-	baseline	MN	16
tools/reflexhammer.jpg	3	2	CS-	acquisition	MN	11
tools/faxmachine.jpg	3	2	CS-	acquisition	DN	9
animals/sheep.jpg	2	6	CS+	extinction	MO	3
tools/beadingtool.jpg	3	1	CS-	acquisition	MN	12
tools/hairdryer.jpg	2	5	CS-	acquisition	MO	2
animals/snail.jpg	3	3	CS+	extinction	MO	1
animals/dramaderry.jpg	2	3	CS+	extinction	DO	11
animals/mouse.jpg	2	5	CS+	extinction	MO	6
animals/finch.jpg	2	3	CS+	baseline	MO	17
tools/ruler.jpg	3	4	CS-	extinction	MN	18
animals/waterbuffalo.jpg	2	2	CS+	acquisition	DO	14
animals/goldfish.jpg	2	6	CS+	baseline	MN	1
tools/plow.jpg	2	2	CS-	acquisition	DN	24
tools/levelmount.jpg	3	2	CS-	extinction	DN	13
tools/weedeater.jpg	2	4	CS-	extinction	DO	17
animals/snapper.jpg	2	5	CS+	acquisition	MO	12
animals/mahimahi.jpg	2	1	CS+	extinction	MN	8
tools/sander.jpg	3	4	CS-	extinction	MN	24
animals/boar.jpg	2	3	CS+	acquisition	DO	21
animals/pelican.jpg	2	4	CS+	acquisition	DO	22
animals/cow.jpg	2	7	CS+	acquisition	DO	4
animals/hummingbird.jpg	2	4	CS+	acquisition	MO	11
animals/crow.jpg	2	3	CS+	acquisition	MO	15
animals/flea.jpg	2	1	CS+	acquisition	DO	7
animals/mole.jpg	2	2	CS+	acquisition	DO	6
animals/dragonfly.jpg	2	3	CS+	acquisition	MO	17
animals/camel.jpg	3	4	CS+	extinction	MN	17
animals/palmcockatoo.jpg	3	1	CS+	extinction	MN	5
animals/brown_bear.jpg	3	4	CS+	extinction	MN	24
animals/assassinbug.jpg	3	3	CS+	extinction	MN	9
animals/herring.jpg	2	3	CS+	extinction	MN	19
animals/rabbit.jpg	2	6	CS+	extinction	MO	21
animals/mink.jpg	3	3	CS+	extinction	MN	7
animals/firebug.jpg	2	3	CS+	extinction	MO	10
animals/marmot.jpg	2	4	CS+	baseline	DO	13
animals/salmon.jpg	2	4	CS+	baseline	MN	22
animals/cranebug.jpg	2	4	CS+	baseline	DO	9
animals/horse.jpg	1	7	CS+	baseline	DO	24
animals/hyena.jpg	2	3	CS+	baseline	DO	3
animals/flamingo.jpg	2	2	CS+	baseline	MO	21
animals/cricket.jpg	2	4	CS+	baseline	DO	2
animals/aardvark.jpg	2	1	CS+	baseline	MN	8
tools/weldinghelmet.jpg	2	3	CS-	acquisition	DO	15
tools/gong.jpg	2	3	CS-	acquisition	DO	8
tools/paintroller.jpg	2	6	CS-	acquisition	MO	5
