onset	duration	trial_type
4.0169999999999995	15.267000000000001	animal
26.334	15.3	indoor
48.684	15.283	tool
71.03399999999999	15.299999999999995	outdoor
93.384	15.283	scrambled
111.667	6.0	rest
121.71700000000001	15.283	outdoor
144.067	15.299999999999983	animal
166.417	15.25	scrambled
188.717	15.282999999999989	tool
211.067	15.299999999999983	indoor
229.36700000000002	6.0	rest
239.417	15.233000000000004	scrambled
261.717	15.233000000000004	tool
284.0	15.300000000000011	indoor
306.35	15.25	animal
328.667	15.300000000000011	outdoor
346.967	6.0	rest
357.017	15.25	tool
379.31699999999995	15.233000000000004	scrambled
401.61699999999996	15.299999999999955	outdoor
423.967	15.300000000000011	indoor
446.31699999999995	15.332999999999972	animal
464.65	6.0	rest
