onset	duration	trial_type	stimulus	response
8.033	4.0	CS-	stims2/tools/glove.jpg	2
19.083	4.0	CS+	stims2/animals/bluejay.jpg	2
30.116	5.0	CS+	stims2/animals/springhare.jpg	1
41.15	5.0	CS+	stims2/animals/rosechafer.jpg	1
51.183	4.5	CS-	stims2/tools/saw.jpg	2
61.716	5.0	CS-	stims2/tools/handdrill.jpg	2
73.766	4.5	CS+	stims2/animals/moth.jpg	1
83.316	4.5	CS-	stims2/tools/drill.jpg	2
92.84899999999999	5.0	CS-	stims2/tools/generator.jpg	2
102.883	4.5	CS+	stims2/animals/sparrow.jpg	2
114.416	4.0	CS+	stims2/animals/koi.jpg	2
124.45	4.0	CS-	stims2/tools/ducttape.jpg	2
135.483	5.0	CS+	stims2/animals/peacock.jpg	2
146.533	4.5	CS-	stims2/tools/loom.jpg	2
156.083	4.0	CS+	stims2/animals/donkey.jpg	2
167.13299999999998	4.0	CS-	stims2/tools/trowel.jpg	2
178.166	4.0	CS-	stims2/tools/hoe.jpg	2
188.199	4.5	CS+	stims2/animals/chicken.jpg	2
198.733	4.5	CS-	stims2/tools/coathanger.jpg	2
208.266	5.0	CS+	stims2/animals/hippo.jpg	2
218.299	5.0	CS-	stims2/tools/computermouse.jpg	2
229.333	4.5	CS+	stims2/animals/dolphin.jpg	2
239.86599999999999	4.0	CS+	stims2/animals/dog.jpg	2
248.899	5.0	CS-	stims2/tools/circularsaw.jpg	2
