onset	duration	trial_type
4.033	15.334000000000001	animal
26.433000000000003	15.35	indoor
48.85	15.332999999999993	tool
71.25	15.334000000000005	outdoor
93.65	15.349999999999996	scrambled
112.0	6.0	rest
122.06700000000001	15.333000000000013	outdoor
144.467	15.332999999999998	animal
166.86700000000002	15.332999999999998	scrambled
189.267	15.332999999999998	tool
211.667	15.332999999999998	indoor
230.0	6.0	rest
240.067	15.332999999999998	scrambled
262.467	15.333000000000027	tool
284.867	15.332999999999972	indoor
307.267	15.333000000000027	animal
329.667	15.350000000000026	outdoor
348.017	6.0	rest
358.083	15.333999999999945	tool
380.483	15.334000000000005	scrambled
402.88300000000004	15.334000000000005	outdoor
425.283	15.334000000000005	indoor
447.68300000000005	15.317000000000007	animal
466.0	6.0	rest
