onset	duration	trial_type
4.0169999999999995	15.333000000000002	animal
26.416999999999998	15.299999999999995	indoor
48.783	15.316999999999993	tool
71.167	15.299999999999995	outdoor
93.51700000000001	15.283	scrambled
111.8	6.0	rest
121.867	15.332999999999984	outdoor
144.267	15.300000000000011	animal
166.61700000000002	15.300000000000011	scrambled
188.967	15.266999999999996	tool
211.28400000000002	15.332999999999998	indoor
229.61700000000002	6.0	rest
239.667	15.25	scrambled
261.967	15.283000000000017	tool
284.317	15.332999999999972	indoor
306.717	15.300000000000011	animal
329.084	15.332999999999972	outdoor
347.417	6.0	rest
357.48400000000004	15.300000000000011	tool
379.834	15.283000000000017	scrambled
402.184	15.332999999999972	outdoor
424.584	15.300000000000011	indoor
446.934	15.266999999999996	animal
465.20099999999996	6.0	rest
