onset	duration	trial_type	stimulus	response
8.017000000000001	4.0	CS-	stims2/tools/ducttape.jpg	2
19.067	5.0	CS+	stims2/animals/rosechafer.jpg	2
30.116999999999997	4.0	CS+	stims2/animals/bluejay.jpg	2
39.167	5.0	CS+	stims2/animals/koi.jpg	2
49.217	5.0	CS-	stims2/tools/handdrill.jpg	2
60.266999999999996	4.0	CS-	stims2/tools/glove.jpg	2
71.317	4.0	CS+	stims2/animals/peacock.jpg	2
81.367	4.5	CS-	stims2/tools/coathanger.jpg	2
92.917	5.0	CS-	stims2/tools/loom.jpg	2
104.95	5.0	CS+	stims2/animals/springhare.jpg	2
117.0	4.5	CS+	stims2/animals/hippo.jpg	2
126.55	4.5	CS-	stims2/tools/drill.jpg	2
136.1	5.0	CS+	stims2/animals/donkey.jpg	2
146.13299999999998	4.0	CS-	stims2/tools/saw.jpg	2
156.167	4.5	CS+	stims2/animals/chicken.jpg	2
166.7	4.5	CS-	stims2/tools/circularsaw.jpg	2
176.25	4.0	CS-	stims2/tools/computermouse.jpg	2
186.3	4.0	CS+	stims2/animals/dog.jpg	2
196.35	5.0	CS-	stims2/tools/trowel.jpg	2
208.4	4.0	CS+	stims2/animals/moth.jpg	2
218.45	4.5	CS-	stims2/tools/generator.jpg	2
228.0	4.5	CS+	stims2/animals/sparrow.jpg	2
239.55	4.5	CS+	stims2/animals/dolphin.jpg	2
251.084	5.0	CS-	stims2/tools/hoe.jpg	2
