onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.033	3.0	CS+	tools/tubeflaring.jpg	Old	extinction	DN	M	M	1.776
11.117	3.0	CS+	tools/campingstove.jpg	Old	baseline	DO	H	H	1.2690000000000001
18.2	3.0	CS-	animals/pike.jpg	Old	acquisition	DN	M	M	1.671
25.283	3.0	CS+	tools/screwdriver.jpg	Old	baseline	DN	M	M	1.4240000000000002
32.367	3.0	CS+	tools/tape.jpg	New	foil	DN	CR	CR	1.069
39.45	3.0	CS+	tools/clippers.jpg	New	foil	DN	CR	CR	1.588
46.533	3.0	CS+	tools/pruner.jpg	Old	extinction	MO	H	M	1.4140000000000001
53.6	3.0	CS-	animals/angelfish.jpg	Old	acquisition	DO	H	H	1.643
60.684	3.0	CS-	animals/penguin.jpg	New	foil	DN	CR	CR	2.026
67.78399999999999	3.0	CS+	tools/gong.jpg	Old	acquisition	DO	H	H	0.7809999999999999
74.85	3.0	CS-	animals/vulture.jpg	New	foil	DN	CR	CR	1.6269999999999998
81.934	3.0	CS-	animals/assassinbug.jpg	Old	extinction	MO	H	M	2.079
89.03399999999999	3.0	CS-	animals/reindeer.jpg	Old	baseline	DN	M	M	1.74
96.134	3.0	CS-	animals/clownfish.jpg	New	foil	DN	CR	CR	1.368
103.234	3.0	CS-	animals/catfish.jpg	Old	extinction	DO	H	H	1.19
110.334	3.0	CS+	tools/cheesegrater.jpg	Old	acquisition	DO	H	H	0.81
117.434	3.0	CS+	tools/electricsewingmachine.jpg	New	foil	DN	CR	CR	1.351
124.51700000000001	3.0	CS-	animals/aardvark.jpg	Old	baseline	DO	H	H	0.9
131.6	3.0	CS-	animals/dockbug2.jpg	New	foil	DN	CR	CR	1.23
138.667	3.0	CS+	tools/compass.jpg	New	foil	DN	CR	CR	1.651
145.75	3.0	CS+	tools/smartphone.jpg	New	foil	DN	CR	CR	0.722
152.834	3.0	CS+	tools/watch.jpg	New	foil	DN	CR	CR	0.894
159.917	3.0	CS-	animals/finch.jpg	Old	baseline	DO	H	H	0.872
167.0	3.0	CS-	animals/lizard.jpg	New	foil	DN	CR	CR	1.545
174.084	3.0	CS+	tools/padlock.jpg	Old	baseline	DN	M	M	2.374
181.167	3.0	CS+	tools/reflexhammer.jpg	Old	acquisition	DO	H	H	0.873
188.25	3.0	CS+	tools/benchdogs.jpg	Old	extinction	DO	H	H	1.358
195.334	3.0	CS+	tools/hourglass.jpg	New	foil	DN	CR	CR	0.9359999999999999
202.417	3.0	CS-	animals/dragonfly.jpg	Old	acquisition	DO	H	H	1.499
209.484	3.0	CS+	tools/paintbrush.jpg	Old	baseline	DO	H	H	0.8540000000000001
216.567	3.0	CS-	animals/palmcockatoo.jpg	Old	extinction	DO	H	H	1.652
223.65	3.0	CS-	animals/ostrich.jpg	Old	acquisition	DN	M	M	1.5230000000000001
230.734	3.0	CS+	tools/viceclamp.jpg	Old	extinction	MO	H	M	1.581
237.8	3.0	CS+	tools/stethoscope.jpg	New	foil	MN	CR	CR	1.6569999999999998
244.88400000000001	3.0	CS-	animals/gecko.jpg	New	foil	DN	CR	CR	1.74
251.967	3.0	CS-	animals/llama.jpg	Old	baseline	DO	H	H	1.24
259.051	3.0	CS-	animals/macaw.jpg	New	foil	MO	FA	CR	1.4680000000000002
266.134	3.0	CS-	animals/toucan.jpg	New	foil	DN	CR	CR	1.22
273.217	3.0	CS-	animals/shark.jpg	Old	extinction	DO	H	H	1.105
