onset	duration	trial_type
4.033	15.332999999999998	animal
26.433000000000003	15.35	indoor
48.85	15.332999999999993	tool
71.25	15.349999999999996	outdoor
93.667	15.316000000000004	scrambled
111.98299999999999	6.0	rest
122.05	15.333000000000013	outdoor
144.45	15.332999999999998	animal
166.85	15.332999999999998	scrambled
189.25	15.332999999999998	tool
211.65	15.349999999999996	indoor
230.0	6.0	rest
240.067	15.332999999999998	scrambled
262.467	15.333000000000027	tool
284.867	15.349999999999964	indoor
307.284	15.333000000000027	animal
329.684	15.332999999999972	outdoor
348.017	6.0	rest
358.084	15.332999999999972	tool
380.48400000000004	15.333000000000027	scrambled
402.884	15.349999999999964	outdoor
425.301	15.350000000000026	indoor
447.717	15.334000000000005	animal
466.051	6.0	rest
