onset	duration	trial_type	stimulus	response
8.033	5.0	CS-	stims2/animals/sparrow.jpg	2
19.083	4.5	CS+	stims2/tools/drill.jpg	2
28.633000000000003	4.5	CS+	stims2/tools/coathanger.jpg	2
40.183	5.0	CS+	stims2/tools/handdrill.jpg	2
52.233000000000004	4.0	CS-	stims2/animals/bluejay.jpg	2
63.283	4.5	CS-	stims2/animals/hippo.jpg	2
72.833	4.0	CS+	stims2/tools/trowel.jpg	2
82.883	5.0	CS-	stims2/animals/springhare.jpg	2
92.93299999999999	4.0	CS-	stims2/animals/moth.jpg	2
101.98299999999999	5.0	CS+	stims2/tools/ducttape.jpg	2
114.03299999999999	4.5	CS+	stims2/tools/hoe.jpg	2
123.583	5.0	CS-	stims2/animals/rosechafer.jpg	2
135.63299999999998	4.0	CS+	stims2/tools/loom.jpg	2
146.684	4.5	CS-	stims2/animals/dolphin.jpg	2
156.233	4.0	CS+	stims2/tools/saw.jpg	2
166.283	4.0	CS-	stims2/animals/donkey.jpg	2
176.333	4.0	CS-	stims2/animals/peacock.jpg	2
186.38400000000001	5.0	CS+	stims2/tools/glove.jpg	2
196.43400000000003	5.0	CS-	stims2/animals/dog.jpg	2
208.484	4.0	CS+	stims2/tools/circularsaw.jpg	2
218.53400000000002	4.5	CS-	stims2/animals/koi.jpg	2
230.084	4.5	CS+	stims2/tools/generator.jpg	2
240.63400000000001	5.0	CS+	stims2/tools/computermouse.jpg	2
251.68400000000003	4.5	CS-	stims2/animals/chicken.jpg	2
