onset	duration	trial_type
4.016	15.316999999999998	animal
26.4	15.332999999999998	indoor
48.8	15.283	tool
71.15	15.332999999999998	outdoor
93.53299999999999	15.316999999999993	scrambled
111.85	6.0	rest
121.917	15.332999999999998	outdoor
144.316	15.317000000000007	animal
166.7	15.300000000000011	scrambled
189.067	15.316000000000004	tool
211.45	15.332999999999998	indoor
229.783	6.0	rest
239.833	15.283999999999994	scrambled
262.166	15.317000000000007	tool
284.55	15.332999999999972	indoor
306.95	15.333000000000027	animal
329.35	15.332999999999972	outdoor
347.68300000000005	6.0	rest
357.75	15.317000000000007	tool
380.13300000000004	15.266999999999996	scrambled
402.467	15.333000000000027	outdoor
424.85	15.332999999999972	indoor
447.25	15.317000000000007	animal
465.56699999999995	6.0	rest
