stimulus	source_memory	typicality	trial_type	encode_phase	recognition_memory	trial_number
animals/snail.jpg	2	4	CS+	extinction	DO	18
animals/flea.jpg	2	3	CS+	acquisition	DO	10
animals/cow.jpg	3	7	CS+	acquisition	DO	11
tools/bucket.jpg	1	4	CS-	baseline	MN	18
animals/waterbuffalo.jpg	3	5	CS+	acquisition	DO	9
tools/plow.jpg	2	1	CS-	acquisition	DO	22
animals/sheep.jpg	2	5	CS+	extinction	MO	24
tools/transmissionwrench.jpg	1	2	CS-	acquisition	DO	8
animals/skunk.jpg	3	6	CS+	baseline	MO	1
tools/tubeflaring.jpg	3	2	CS-	extinction	MO	5
tools/rake.jpg	1	4	CS-	acquisition	MO	13
tools/ladder.jpg	2	7	CS-	acquisition	DO	6
tools/rollingpin.jpg	3	6	CS-	acquisition	MO	2
tools/campingstove.jpg	2	1	CS-	baseline	DO	15
animals/crow.jpg	2	6	CS+	acquisition	DO	15
tools/duffelbag.jpg	1	5	CS-	baseline	MO	3
animals/gerbil.jpg	2	7	CS+	acquisition	DO	2
animals/salmon.jpg	3	4	CS+	baseline	MO	2
tools/screwdriver.jpg	1	7	CS-	baseline	MO	21
animals/cricket.jpg	2	6	CS+	baseline	DO	12
animals/tiger.jpg	2	7	CS+	acquisition	DO	1
tools/sparkplug.jpg	1	1	CS-	extinction	DO	8
tools/workbench.jpg	3	2	CS-	baseline	DO	22
tools/thermometer.jpg	1	5	CS-	extinction	DO	12
animals/partridge.jpg	2	1	CS+	extinction	DO	19
tools/carpetblower.jpg	3	3	CS-	baseline	DO	10
tools/broom.jpg	1	6	CS-	extinction	MO	24
animals/starfish.jpg	2	1	CS+	baseline	DO	14
tools/edger.jpg	2	3	CS-	baseline	DO	6
tools/levelmount.jpg	2	2	CS-	extinction	DO	9
animals/herring.jpg	1	7	CS+	extinction	MO	20
tools/beadingtool.jpg	2	1	CS-	acquisition	DO	21
animals/elephantafrican.jpg	3	7	CS+	baseline	MO	16
animals/halibut.jpg	2	1	CS+	baseline	DO	11
animals/brown_bear.jpg	2	7	CS+	extinction	DO	10
animals/camel.jpg	2	7	CS+	extinction	DO	22
animals/dramaderry.jpg	3	1	CS+	extinction	DO	1
animals/carp.jpg	1	7	CS+	extinction	MO	17
tools/blower.jpg	2	5	CS-	baseline	DO	9
animals/boar.jpg	2	3	CS+	acquisition	DO	22
tools/lawnmower.jpg	1	7	CS-	extinction	MO	19
tools/stove.jpg	1	4	CS-	acquisition	MO	5
animals/flamingo.jpg	3	3	CS+	baseline	MO	10
tools/ruler.jpg	3	7	CS-	extinction	MO	21
tools/benchdogs.jpg	3	1	CS-	extinction	DO	11
animals/hummingbird.jpg	2	6	CS+	acquisition	MO	14
tools/weldinghelmet.jpg	3	3	CS-	acquisition	DO	24
animals/marmot.jpg	2	5	CS+	baseline	DO	3
animals/ostrich.jpg	2	6	CS+	acquisition	DO	8
animals/mole.jpg	2	4	CS+	acquisition	DO	13
animals/porcupine.jpg	2	7	CS+	acquisition	DO	16
animals/prayingmantis.jpg	2	7	CS+	acquisition	DO	18
animals/pelican.jpg	1	5	CS+	acquisition	MO	6
animals/dragonfly.jpg	2	5	CS+	acquisition	DO	24
animals/herculesbeetle.jpg	2	6	CS+	acquisition	DO	4
animals/caterpillarpeacockmoth.jpg	1	2	CS+	acquisition	DO	12
animals/assassinbug.jpg	2	6	CS+	extinction	DO	13
animals/firebug.jpg	2	6	CS+	extinction	DO	14
animals/palmcockatoo.jpg	2	3	CS+	extinction	DO	7
animals/chipmunk.jpg	2	5	CS+	extinction	MO	8
animals/mahimahi.jpg	1	4	CS+	extinction	DO	23
animals/turkey.jpg	3	2	CS+	extinction	DO	5
animals/duck.jpg	3	5	CS+	extinction	DO	11
animals/anteater.jpg	2	1	CS+	extinction	DO	15
animals/perch.jpg	1	4	CS+	baseline	MO	8
animals/cat.jpg	3	7	CS+	baseline	DO	17
animals/zebra.jpg	3	7	CS+	baseline	MO	19
animals/shrimp.jpg	2	4	CS+	baseline	DO	20
animals/rhino.jpg	1	7	CS+	baseline	DO	6
animals/reindeer.jpg	2	6	CS+	baseline	MO	23
animals/cranebug.jpg	3	4	CS+	baseline	DO	9
animals/racoon.jpg	2	7	CS+	baseline	DO	13
tools/plunger.jpg	1	7	CS-	acquisition	MO	16
tools/scissors.jpg	1	7	CS-	acquisition	MO	1
tools/gardenhose.jpg	2	7	CS-	acquisition	DO	7
tools/ropeandpulley.jpg	3	2	CS-	acquisition	MO	20
tools/electricbreaker.jpg	2	1	CS-	acquisition	DO	14
tools/faxmachine.jpg	1	4	CS-	acquisition	DO	10
tools/shoehorn.jpg	2	1	CS-	acquisition	MO	11
tools/chisel.jpg	3	2	CS-	acquisition	DO	9
tools/mallet.jpg	2	4	CS-	extinction	DO	22
tools/eraser.jpg	1	5	CS-	extinction	DO	16
tools/beaker.jpg	3	3	CS-	extinction	MN	2
tools/pruner.jpg	2	4	CS-	extinction	DO	18
tools/measuringcups.jpg	2	4	CS-	extinction	DO	23
tools/routerplane.jpg	1	1	CS-	extinction	DO	14
tools/wrench.jpg	1	7	CS-	extinction	MO	1
tools/viceclamp.jpg	3	2	CS-	extinction	MO	7
tools/videogamecontroller.jpg	1	6	CS-	baseline	DO	7
tools/padlock.jpg	1	6	CS-	baseline	MO	8
tools/measuringtape.jpg	3	7	CS-	baseline	DO	1
tools/microwave.jpg	1	7	CS-	baseline	DO	12
tools/toaster.jpg	2	4	CS-	baseline	MO	5
tools/solderingtorch.jpg	2	2	CS-	baseline	DO	23
tools/treadmill.jpg	3	6	CS-	baseline	MO	16
tools/airpump.jpg	3	3	CS-	baseline	MO	17
animals/leopard.jpg	2	7	CS+	acquisition	DO	3
animals/baboon.jpg	2	6	CS+	acquisition	MO	23
animals/angelfish.jpg	2	6	CS+	acquisition	DO	7
animals/pike.jpg	2	4	CS+	acquisition	DO	19
animals/quail.jpg	2	3	CS+	acquisition	DO	20
animals/giraffe.jpg	2	7	CS+	acquisition	DO	17
animals/snapper.jpg	3	3	CS+	acquisition	DO	21
animals/pigeon.jpg	2	7	CS+	acquisition	DO	5
animals/mouse.jpg	2	7	CS+	extinction	MO	2
animals/baldeagle.jpg	3	6	CS+	extinction	DO	21
animals/mink.jpg	3	1	CS+	extinction	DO	6
animals/seal.jpg	3	5	CS+	extinction	MO	12
animals/ant.jpg	1	4	CS+	extinction	DO	4
animals/catfish.jpg	3	2	CS+	extinction	DO	9
animals/rabbit.jpg	2	6	CS+	extinction	DO	16
