onset	duration	trial_type	stimulus	response
8.033999999999999	4.0	CS-	stims2/tools/loom.jpg	2
18.1	4.0	CS+	stims2/animals/bluejay.jpg	1
27.166999999999998	4.5	CS+	stims2/animals/peacock.jpg	2
36.734	5.0	CS+	stims2/animals/koi.jpg	2
47.8	4.5	CS-	stims2/tools/generator.jpg	2
58.367	4.0	CS-	stims2/tools/coathanger.jpg	2
69.434	4.0	CS+	stims2/animals/moth.jpg	2
78.5	4.5	CS-	stims2/tools/drill.jpg	2
89.06700000000001	4.0	CS-	stims2/tools/ducttape.jpg	2
98.133	5.0	CS+	stims2/animals/chicken.jpg	1
110.2	5.0	CS+	stims2/animals/dolphin.jpg	2
122.26700000000001	4.5	CS-	stims2/tools/computermouse.jpg	2
131.833	4.0	CS+	stims2/animals/springhare.jpg	1
142.9	5.0	CS-	stims2/tools/glove.jpg	2
152.967	4.5	CS+	stims2/animals/hippo.jpg	1
162.533	5.0	CS-	stims2/tools/handdrill.jpg	2
172.6	4.5	CS-	stims2/tools/circularsaw.jpg	2
184.167	4.5	CS+	stims2/animals/rosechafer.jpg	1
195.733	5.0	CS-	stims2/tools/saw.jpg	2
207.8	5.0	CS+	stims2/animals/dog.jpg	2
218.86700000000002	4.0	CS-	stims2/tools/hoe.jpg	2
228.933	4.5	CS+	stims2/animals/donkey.jpg	1
240.5	4.0	CS+	stims2/animals/sparrow.jpg	1
250.567	5.0	CS-	stims2/tools/trowel.jpg	2
