onset	duration	trial_type	stimulus	memory_condition	encode_phase	response	low_confidence_accuracy	high_confidence_accuracy	response_time
4.033	3.0	CS-	animals/shark.jpg	Old	extinction	DO	H	H	1.226
11.1	3.0	CS+	tools/vicegrips.jpg	New	foil	MO	FA	CR	1.347
18.15	3.0	CS-	animals/penguin.jpg	New	foil	DN	CR	CR	2.508
25.233	3.0	CS-	animals/emu.jpg	New	foil	DO	FA	FA	1.804
32.317	3.0	CS+	tools/vacuumcleaner.jpg	New	foil	DN	CR	CR	1.188
39.417	3.0	CS-	animals/flea.jpg	Old	acquisition	DO	H	H	1.278
46.483000000000004	3.0	CS-	animals/clam.jpg	New	foil	DN	CR	CR	0.879
53.567	3.0	CS+	tools/hourglass.jpg	New	foil	MN	CR	CR	1.922
60.667	3.0	CS-	animals/prayingmantis.jpg	Old	acquisition	DO	H	H	0.946
67.733	3.0	CS+	tools/vegetablepeeler.jpg	Old	extinction	DO	H	H	1.186
74.817	3.0	CS-	animals/gecko.jpg	New	foil	DN	CR	CR	1.786
81.917	3.0	CS+	tools/drillbit.jpg	Old	acquisition	DO	H	H	0.894
88.98299999999999	3.0	CS+	tools/bucket.jpg	Old	baseline	MO	H	M	1.8559999999999999
96.06700000000001	3.0	CS-	animals/snail.jpg	Old	extinction	DO	H	H	0.99
103.167	3.0	CS-	animals/tiger.jpg	Old	acquisition	DO	H	H	0.966
110.23299999999999	3.0	CS+	tools/viceclamp.jpg	Old	extinction	DO	H	H	1.781
117.31700000000001	3.0	CS+	tools/nailgun.jpg	New	foil	MN	CR	CR	1.814
124.383	3.0	CS+	tools/screwdriver.jpg	Old	baseline	DO	H	H	1.2670000000000001
131.45	3.0	CS+	tools/plunger.jpg	Old	acquisition	DO	H	H	0.735
138.533	3.0	CS-	animals/finch.jpg	Old	baseline	DO	H	H	0.8859999999999999
145.61700000000002	3.0	CS+	tools/transmissionwrench.jpg	Old	acquisition	MN	M	M	1.726
152.717	3.0	CS+	tools/extensioncord.jpg	Old	baseline	MO	H	M	1.757
159.817	3.0	CS-	animals/zebra.jpg	Old	baseline	DO	H	H	0.973
166.917	3.0	CS+	tools/mallet.jpg	Old	extinction	MO	H	M	2.086
174.017	3.0	CS+	tools/shovel.jpg	New	foil	DO	FA	FA	0.8859999999999999
181.11700000000002	3.0	CS-	animals/reindeer.jpg	Old	baseline	DO	H	H	0.8009999999999999
188.217	3.0	CS-	animals/macaw.jpg	New	foil	MO	FA	CR	1.4709999999999999
195.317	3.0	CS+	tools/sander.jpg	Old	extinction	DO	H	H	1.751
202.417	3.0	CS-	animals/palmcockatoo.jpg	Old	extinction	DN	M	M	0.9990000000000001
209.483	3.0	CS-	animals/lobsterspiny.jpg	New	foil	DN	CR	CR	1.472
216.55	3.0	CS-	animals/pike.jpg	Old	acquisition	DN	M	M	1.933
223.61700000000002	3.0	CS-	animals/catfish.jpg	Old	extinction	MN	M	M	2.326
230.717	3.0	CS+	tools/cuttingboard.jpg	New	foil	DN	CR	CR	1.466
237.783	3.0	CS+	tools/carpetblower.jpg	Old	baseline	DO	H	H	1.347
244.85	3.0	CS+	tools/compass.jpg	New	foil	DN	CR	CR	1.683
251.917	3.0	CS-	animals/llama.jpg	Old	baseline	MO	H	M	1.504
259.0	3.0	CS+	tools/clippers.jpg	New	foil	MO	FA	CR	1.954
266.08299999999997	3.0	CS+	tools/cheesegrater.jpg	Old	acquisition	DO	H	H	0.7859999999999999
273.16700000000003	3.0	CS-	animals/dockbug2.jpg	New	foil	MO	FA	CR	1.932
280.233	3.0	CS-	animals/cod.jpg	New	foil	MO	FA	CR	1.584
287.3	3.0	CS+	tools/stethoscope.jpg	New	foil	MO	FA	CR	2.262
295.367	3.0	CS+	tools/gong.jpg	Old	acquisition	DO	H	H	0.782
303.433	3.0	CS-	animals/clownfish.jpg	New	foil	DO	FA	FA	1.382
311.5	3.0	CS+	tools/electricsewingmachine.jpg	New	foil	MO	FA	CR	1.8719999999999999
319.58299999999997	3.0	CS+	tools/staplegun.jpg	New	foil	MO	FA	CR	2.753
327.66700000000003	3.0	CS-	animals/assassinbug.jpg	Old	extinction	MN	M	M	2.29
335.75	3.0	CS-	animals/elephantafrican.jpg	Old	baseline	DO	H	H	1.272
343.833	3.0	CS-	animals/toucan.jpg	New	foil	DN	CR	CR	2.286
351.917	3.0	CS+	tools/treadmill.jpg	Old	baseline	DO	H	H	0.843
360.0	3.0	CS-	animals/ostrich.jpg	Old	acquisition	DO	H	H	0.956
368.083	3.0	CS-	animals/dragonfly.jpg	Old	acquisition	MO	H	M	1.344
376.15	3.0	CS-	animals/kangaroo.jpg	New	foil	MO	FA	CR	1.886
384.233	3.0	CS-	animals/vulture.jpg	New	foil	MN	CR	CR	1.8359999999999999
392.31699999999995	3.0	CS+	tools/padlock.jpg	Old	baseline	DO	H	H	0.9259999999999999
400.4	3.0	CS+	tools/smartphone.jpg	New	foil	DN	CR	CR	1.2819999999999998
408.467	3.0	CS+	tools/beaker.jpg	Old	extinction	DO	H	H	1.6380000000000001
416.55	3.0	CS-	animals/baldeagle.jpg	Old	extinction	MO	H	M	1.649
424.61699999999996	3.0	CS-	animals/rhino.jpg	Old	baseline	DO	H	H	1.0090000000000001
432.68300000000005	3.0	CS+	tools/electricbreaker.jpg	Old	acquisition	DO	H	H	0.9570000000000001
440.767	3.0	CS+	tools/benchdogs.jpg	Old	extinction	DO	H	H	1.011
448.833	3.0	CS+	tools/campingstove.jpg	Old	baseline	DO	H	H	1.9480000000000002
456.9	3.0	CS-	animals/crow.jpg	Old	acquisition	MO	H	M	1.156
464.983	3.0	CS-	animals/ant.jpg	Old	extinction	DN	M	M	2.3040000000000003
473.06699999999995	3.0	CS+	tools/crank.jpg	New	foil	MO	FA	CR	2.3480000000000003
481.13300000000004	3.0	CS+	tools/tape.jpg	New	foil	MO	FA	CR	2.505
489.217	3.0	CS-	animals/aardvark.jpg	Old	baseline	MO	H	M	1.7209999999999999
497.3	3.0	CS+	tools/reflexhammer.jpg	Old	acquisition	DO	H	H	1.239
505.38300000000004	3.0	CS-	animals/angelfish.jpg	Old	acquisition	DO	H	H	0.972
513.467	3.0	CS+	tools/paintbrush.jpg	Old	baseline	DO	H	H	0.991
521.55	3.0	CS-	animals/deer.jpg	New	foil	MN	CR	CR	2.112
529.617	3.0	CS-	animals/lion.jpg	New	foil	DO	FA	FA	1.41
537.7	3.0	CS+	tools/beadingtool.jpg	Old	acquisition	DO	H	H	1.286
545.783	3.0	CS+	tools/watch.jpg	New	foil	MN	CR	CR	2.062
553.85	3.0	CS+	tools/tubeflaring.jpg	Old	extinction	MO	H	M	2.202
561.933	3.0	CS-	animals/lizard.jpg	New	foil	DO	FA	FA	1.287
570.034	3.0	CS+	tools/pruner.jpg	Old	extinction	MO	H	M	1.982
578.1	3.0	CS+	tools/magnifyingglass.jpg	New	foil	MO	FA	CR	2.04
586.184	3.0	CS-	animals/duck.jpg	Old	extinction	MN	M	M	2.984
594.25	3.0	CS-	animals/ibises.jpg	New	foil	MN	CR	CR	1.479
602.3340000000001	3.0	CS-	animals/skunk.jpg	Old	baseline	DO	H	H	0.9640000000000001
