onset	duration	trial_type	stimulus	response	response_time	recognition_memory
4.033	4.0	CS+	tools/mallet.jpg	1	1.939	MO
13.967	5.0	CS-	animals/seal.jpg	2	1.091	DO
25.883000000000003	5.0	CS+	tools/sparkplug.jpg	2	1.55	DO
35.833	4.0	CS+	tools/wrench.jpg	2	1.261	DO
45.75	4.5	CS-	animals/snail.jpg	2	2.356	DO
55.2	4.5	CS-	animals/herring.jpg	2	0.951	MO
66.617	5.0	CS+	tools/measuringdevice.jpg	2	0.951	MO
77.55	4.0	CS-	animals/camel.jpg	2	0.9259999999999999	DO
86.5	5.0	CS+	tools/sander.jpg	2	0.973	DO
98.417	4.0	CS-	animals/ant.jpg	2	1.127	DN
107.367	5.0	CS-	animals/baldeagle.jpg	2	1.218	MO
117.31700000000001	4.0	CS+	tools/ruler.jpg	2	2.655	DN
127.25	4.5	CS-	animals/mink.jpg	2	1.011	MN
137.683	5.0	CS+	tools/measuringcups.jpg	2	1.27	MO
149.6	5.0	CS-	animals/catfish.jpg	2	1.162	MN
160.533	4.5	CS+	tools/thermometer.jpg	2	1.216	DO
170.967	4.0	CS+	tools/eraser.jpg	2	1.296	DN
181.88299999999998	4.5	CS-	animals/mouse.jpg	2	1.726	MN
193.3	4.5	CS+	tools/woodchipper.jpg	2	2.365	DO
204.717	4.5	CS-	animals/brown_bear.jpg	2	2.506	MO
214.167	4.0	CS+	tools/vegetablepeeler.jpg	2	1.4880000000000002	DO
224.1	4.0	CS-	animals/rabbit.jpg	2	1.229	MO
234.033	4.0	CS-	animals/duck.jpg	2	0.986	MN
244.95	4.5	CS+	tools/lawnmower.jpg	2	2.57	DO
256.367	5.0	CS+	tools/routerplane.jpg	2	1.871	DO
268.283	4.5	CS-	animals/dramaderry.jpg	2	1.2	DO
278.717	5.0	CS+	tools/viceclamp.jpg	2	2.089	DO
290.633	4.5	CS+	tools/spoon.jpg	2	1.788	DO
300.08299999999997	5.0	CS-	animals/carp.jpg	2	0.835	DO
312.0	5.0	CS-	animals/chipmunk.jpg	2	1.1159999999999999	MN
322.933	4.0	CS+	tools/benchdogs.jpg	2	2.502	DO
331.88300000000004	4.0	CS-	animals/shark.jpg	2	1.775	DO
340.833	4.5	CS+	tools/beaker.jpg	2	0.94	DO
352.233	4.5	CS-	animals/turkey.jpg	2	0.966	MO
361.68300000000005	4.5	CS+	tools/broom.jpg	2	2.36	DO
371.13300000000004	4.0	CS-	animals/mahimahi.jpg	2	0.912	MO
380.083	5.0	CS-	animals/palmcockatoo.jpg	2	1.062	DN
391.017	4.0	CS+	tools/levelmount.jpg	2	0.6890000000000001	DO
401.93300000000005	5.0	CS+	tools/blackboard.jpg	2	1.746	DO
411.88300000000004	5.0	CS-	animals/anteater.jpg	2	0.968	MO
423.8	4.0	CS-	animals/assassinbug.jpg	2	0.769	MN
433.733	4.0	CS+	tools/pruner.jpg	2	2.096	MO
443.667	5.0	CS-	animals/partridge.jpg	2	0.772	MN
453.61699999999996	5.0	CS+	tools/weedeater.jpg	2	0.925	MN
463.56699999999995	4.5	CS-	animals/sheep.jpg	2	0.527	MN
474.983	4.5	CS+	tools/tubeflaring.jpg	2	2.03	MO
484.43300000000005	4.0	CS-	animals/firebug.jpg	2	0.6609999999999999	MO
494.36699999999996	4.5	CS+	tools/fan.jpg	2	1.795	DO
