onset	duration	trial_type	stimulus	response
8.033	4.0	CS-	stims2/animals/dolphin.jpg	2
18.083	4.0	CS+	stims2/tools/handdrill.jpg	1
29.133000000000003	4.0	CS+	stims2/tools/ducttape.jpg	2
38.183	4.0	CS+	stims2/tools/trowel.jpg	2
48.233000000000004	4.5	CS-	stims2/animals/chicken.jpg	2
58.783	4.5	CS-	stims2/animals/koi.jpg	2
69.316	5.0	CS+	stims2/tools/saw.jpg	1
80.366	5.0	CS-	stims2/animals/sparrow.jpg	2
90.416	5.0	CS-	stims2/animals/dog.jpg	2
102.45	4.5	CS+	stims2/tools/hoe.jpg	1
113.98299999999999	4.0	CS+	stims2/tools/computermouse.jpg	2
124.03299999999999	4.5	CS-	stims2/animals/bluejay.jpg	2
133.583	4.5	CS+	stims2/tools/glove.jpg	2
145.13299999999998	4.0	CS-	stims2/animals/rosechafer.jpg	2
154.183	4.5	CS+	stims2/tools/loom.jpg	2
163.733	5.0	CS-	stims2/animals/donkey.jpg	2
175.766	5.0	CS-	stims2/animals/hippo.jpg	2
186.8	5.0	CS+	stims2/tools/coathanger.jpg	2
198.85	4.0	CS-	stims2/animals/springhare.jpg	2
207.88299999999998	5.0	CS+	stims2/tools/generator.jpg	1
217.933	4.0	CS-	stims2/animals/moth.jpg	2
228.983	4.5	CS+	stims2/tools/circularsaw.jpg	1
238.533	5.0	CS+	stims2/tools/drill.jpg	1
249.583	4.5	CS-	stims2/animals/peacock.jpg	2
