stimulus	source_memory	typicality	trial_type	encode_phase	recognition_memory	trial_number
tools/rollingpin.jpg	2	5	CS+	acquisition	DO	13
animals/rabbit.jpg	3	7	CS-	extinction	MO	11
animals/tiger.jpg	1	7	CS-	acquisition	DO	7
animals/reindeer.jpg	2	4	CS-	baseline	DO	20
tools/blackboard.jpg	2	3	CS+	extinction	DO	20
tools/duffelbag.jpg	2	3	CS+	baseline	DO	4
animals/snail.jpg	1	5	CS-	extinction	DO	2
animals/turkey.jpg	3	2	CS-	extinction	MO	17
tools/sander.jpg	3	2	CS+	extinction	DO	5
animals/chipmunk.jpg	1	6	CS-	extinction	MN	15
tools/transmissionwrench.jpg	3	3	CS+	acquisition	MN	2
animals/racoon.jpg	2	6	CS-	baseline	DO	13
tools/blower.jpg	3	6	CS+	baseline	DN	23
tools/airpump.jpg	2	5	CS+	baseline	DO	14
tools/solderingtorch.jpg	2	5	CS+	baseline	DO	17
tools/hairdryer.jpg	2	5	CS+	acquisition	DO	12
tools/scissors.jpg	1	7	CS+	acquisition	DO	5
tools/carpetblower.jpg	3	4	CS+	baseline	DO	8
animals/sheep.jpg	1	6	CS-	extinction	MN	23
tools/measuringdevice.jpg	3	5	CS+	extinction	MO	4
animals/caterpillarpeacockmoth.jpg	2	5	CS-	acquisition	DO	10
tools/pliers.jpg	2	7	CS+	acquisition	MO	16
tools/sparkplug.jpg	2	3	CS+	extinction	DO	2
animals/leopard.jpg	1	7	CS-	acquisition	MO	17
animals/starfish.jpg	2	6	CS-	baseline	DO	2
animals/firebug.jpg	3	3	CS-	extinction	MO	24
tools/viceclamp.jpg	2	6	CS+	extinction	DO	14
animals/zebra.jpg	1	7	CS-	baseline	DO	17
tools/chisel.jpg	2	5	CS+	acquisition	DO	15
animals/skunk.jpg	3	7	CS-	baseline	DO	18
tools/padlock.jpg	2	6	CS+	baseline	DO	12
animals/carp.jpg	2	7	CS-	extinction	DO	14
animals/baldeagle.jpg	1	7	CS-	extinction	MO	6
tools/edger.jpg	2	4	CS+	baseline	DO	16
tools/squeegee.jpg	3	5	CS+	baseline	DO	18
animals/pike.jpg	2	4	CS-	acquisition	DN	22
tools/thermometer.jpg	2	6	CS+	extinction	DO	8
animals/baboon.jpg	1	7	CS-	acquisition	DO	2
animals/pelican.jpg	2	4	CS-	acquisition	MO	20
tools/beaker.jpg	2	3	CS+	extinction	DO	17
tools/ladder.jpg	2	7	CS+	acquisition	DO	23
tools/rake.jpg	2	6	CS+	acquisition	DO	6
animals/cricket.jpg	3	6	CS-	baseline	DO	9
tools/pruner.jpg	1	5	CS+	extinction	MO	21
animals/shrimp.jpg	2	4	CS-	baseline	DO	14
animals/herculesbeetle.jpg	2	3	CS-	acquisition	DO	21
animals/snapper.jpg	2	6	CS-	acquisition	DO	14
animals/flamingo.jpg	1	7	CS-	baseline	DO	5
animals/angelfish.jpg	3	6	CS-	acquisition	DO	5
animals/dragonfly.jpg	1	6	CS-	acquisition	MO	24
animals/quail.jpg	1	5	CS-	acquisition	DN	6
animals/mole.jpg	2	4	CS-	acquisition	DO	11
animals/giraffe.jpg	3	7	CS-	acquisition	MN	1
animals/pigeon.jpg	3	7	CS-	acquisition	DO	23
animals/flea.jpg	2	2	CS-	acquisition	DO	3
animals/crow.jpg	1	7	CS-	acquisition	MO	13
animals/seal.jpg	2	5	CS-	extinction	DO	1
animals/brown_bear.jpg	3	7	CS-	extinction	MO	10
animals/dramaderry.jpg	3	4	CS-	extinction	DO	13
animals/camel.jpg	3	5	CS-	extinction	DO	4
animals/assassinbug.jpg	2	3	CS-	extinction	MN	21
animals/duck.jpg	3	7	CS-	extinction	MN	12
animals/catfish.jpg	3	4	CS-	extinction	MN	8
animals/partridge.jpg	1	2	CS-	extinction	MN	22
animals/halibut.jpg	1	6	CS-	baseline	DO	12
animals/salmon.jpg	2	6	CS-	baseline	MO	6
animals/horse.jpg	2	7	CS-	baseline	MO	24
animals/cat.jpg	2	7	CS-	baseline	DO	19
animals/elephantafrican.jpg	2	7	CS-	baseline	DO	7
animals/goldfish.jpg	1	7	CS-	baseline	DO	15
animals/perch.jpg	3	5	CS-	baseline	DO	8
animals/hyena.jpg	1	4	CS-	baseline	DO	4
tools/reflexhammer.jpg	2	5	CS+	acquisition	DO	9
tools/gardenhose.jpg	2	7	CS+	acquisition	DO	11
tools/cheesegrater.jpg	2	4	CS+	acquisition	DO	18
tools/stove.jpg	2	1	CS+	acquisition	DO	3
tools/gong.jpg	2	3	CS+	acquisition	DO	17
tools/plunger.jpg	2	7	CS+	acquisition	DO	10
tools/ropeandpulley.jpg	2	3	CS+	acquisition	DO	7
tools/beadingtool.jpg	2	1	CS+	acquisition	DO	19
tools/levelmount.jpg	2	7	CS+	extinction	DO	19
tools/mallet.jpg	3	6	CS+	extinction	MO	1
tools/wrench.jpg	2	5	CS+	extinction	DO	3
tools/eraser.jpg	1	2	CS+	extinction	DN	9
tools/measuringcups.jpg	2	6	CS+	extinction	MO	7
tools/fan.jpg	2	6	CS+	extinction	DO	24
tools/spoon.jpg	2	7	CS+	extinction	DO	15
tools/vegetablepeeler.jpg	1	5	CS+	extinction	DO	11
tools/jumpercables.jpg	2	6	CS+	baseline	DO	7
tools/paintbrush.jpg	2	6	CS+	baseline	DO	9
tools/toaster.jpg	3	6	CS+	baseline	MN	24
tools/bucket.jpg	1	7	CS+	baseline	MO	1
tools/chainsaw.jpg	1	6	CS+	baseline	DO	21
tools/treadmill.jpg	2	7	CS+	baseline	DO	5
tools/campingstove.jpg	3	1	CS+	baseline	DO	15
tools/extensioncord.jpg	2	3	CS+	baseline	MO	20
animals/porcupine.jpg	2	5	CS-	acquisition	DO	4
animals/hummingbird.jpg	3	6	CS-	acquisition	MO	15
animals/prayingmantis.jpg	1	3	CS-	acquisition	DO	8
animals/waterbuffalo.jpg	2	6	CS-	acquisition	DO	19
animals/gerbil.jpg	1	5	CS-	acquisition	DO	18
animals/boar.jpg	2	5	CS-	acquisition	MO	16
animals/cow.jpg	1	7	CS-	acquisition	DO	12
animals/ostrich.jpg	2	6	CS-	acquisition	DO	9
animals/anteater.jpg	2	3	CS-	extinction	MO	20
animals/mouse.jpg	1	7	CS-	extinction	MN	9
animals/ant.jpg	3	2	CS-	extinction	DN	5
animals/palmcockatoo.jpg	3	2	CS-	extinction	DN	19
animals/mink.jpg	3	4	CS-	extinction	MN	7
animals/herring.jpg	2	7	CS-	extinction	MO	3
animals/mahimahi.jpg	1	3	CS-	extinction	MO	18
